Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
hyuA	D-stereospecific phenylhydantoinase	X	X	X	X	X	X	X	X	X	2.42204749778289	2.2270103172088	1.80423430841129	4.5	X	X	X	X	X	X	X	X	X	EC958_3154	NCTC13441_00882	BW25113_2873	b2873
cmtA	putative mannitol-specific PTS IIB and IIC components	X	X	X	X	X	X	X	X	X	2.81255181882765	3.08190390323651	3.23619028079548	4.5	X	X	X	X	X	X	X	X	X	EC958_3216	NCTC13441_00819	BW25113_2933	b2933
xanQ	xanthine permease	X	X	X	X	X	X	X	X	X	2.72119979465188	2.4615570036787	2.88867156755962	4.5	X	X	X	X	X	X	X	X	X	EC958_3163	NCTC13441_00873	BW25113_2882	b2882
ygcS	putative MFS sugar transporter; membrane protein	X	X	X	X	X	X	X	X	X	1.96081350025685	2.00815348108052	1.43839594543061	4.5	X	X	X	X	X	X	X	X	X	EC958_3036	NCTC13441_01008	BW25113_2771	b2771
ghxQ	guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:H+ symporter	X	X	X	X	X	X	X	X	X	1.98456276803977	1.95147287280647	1.53448244906008	4.5	X	X	X	X	X	X	X	X	X	EC958_3165	NCTC13441_00871	BW25113_4464	b4464
yjhF	putative transporter	X	X	X	X	X	X	X	X	X	3.01123599514876	2.88605974634195	3.34889811776452	4.5	X	X	X	X	X	X	X	X	X	EC958_0019	NCTC13441_04105	BW25113_4296	b4296
adeQ	adenine permease, high affinity; adenine:H+ symporter	X	X	X	X	X	X	X	X	X	3.05533332691868	3.43057859591511	3.38843666716255	4.5	X	X	X	X	X	X	X	X	X	EC958_4140	NCTC13441_04848	BW25113_3664	b3664
gntP	fructuronate transporter	X	X	X	X	X	X	X	X	X	2.00596432048153	2.20627254453158	2.16475172790555	4.5	X	X	X	X	X	X	X	X	X	EC958_0052	NCTC13441_04073	BW25113_4321	b4321
yliF	putative membrane-anchored diguanylate cyclase	X	X	X	X	X	X	X	X	X	3.06770769750476	3.35657265382726	3.55758371864279	4.5	X	X	X	X	X	X	X	X	X	EC958_0946	NCTC13441_03161	BW25113_0834	b0834
frc	formyl-CoA transferase, NAD(P)-binding	X	X	X	X	X	X	X	X	X	2.7600560121932	3.51472948727701	3.10164239086148	4.5	X	X	X	X	X	X	X	X	X	EC958_4995	NCTC13441_01342	BW25113_2374	b2374
appA	phosphoanhydride phosphorylase	X	X	X	X	X	X	X	X	X	2.1231144754275	2.22670310832537	2.02833265377724	4.5	X	X	X	X	X	X	X	X	X	EC958_1185	NCTC13441_02915	BW25113_0980	b0980
ygcN	putative oxidoreductase	X	X	X	X	X	X	X	X	X	2.13245029718192	2.18921013727597	2.06352867333466	4.5	X	X	X	X	X	X	X	X	X	EC958_3031	NCTC13441_01013	BW25113_2766	b2766
yhfT	inner membrane protein	X	X	X	X	X	X	X	X	X	2.43585904934922	2.42976964588008	2.52650688780227	4.5	X	X	X	X	X	X	X	X	X	EC958_3768	NCTC13441_00323	BW25113_3377	b3377
yihF	DUF945 family protein	X	X	X	X	X	X	X	X	X	2.56710979183838	3.23865630555256	2.43517948902294	4.5	X	X	X	X	X	X	X	X	X	EC958_4338	NCTC13441_04641	BW25113_3861	b3861
glcF	glycolate oxidase 4Fe-4S iron-sulfur cluster subunit	X	X	X	X	X	X	X	X	X	1.93587518200823	2.17628262316979	1.82240807191729	4.5	X	X	X	X	X	X	X	X	X	EC958_3363	NCTC13441_00734	BW25113_4467	b4467
ybaT	putative amino acid transporter	X	X	X	X	X	X	X	X	X	2.27775195754587	2.1650763544452	1.69902564341185	4.5	X	X	X	X	X	X	X	X	X	EC958_0627	NCTC13441_03489	BW25113_0486	b0486
ydhQ	autotransporter adhesin-related protein	X	X	X	X	X	X	X	X	X	2.27217373318231	2.2601965699807	2.14688588542467	4.5	X	X	X	X	X	X	X	X	X	EC958_1886	NCTC13441_02217	BW25113_1664	b1664
yhfW	phosphopentomutase-related metalloenzyme superfamily protein	X	X	X	X	X	X	X	X	X	2.23752092189232	2.35451692152152	2.70400042729975	4.5	X	X	X	X	X	X	X	X	X	EC958_3771	NCTC13441_00320	BW25113_3380	b3380
kch	voltage-gated potassium channel	X	X	X	X	X	X	X	X	X	2.81965475399666	2.51822020212965	3.00133339744121	4.5	X	X	X	X	X	X	X	X	X	EC958_1525	NCTC13441_02584	BW25113_1250	b1250
yaiP	putative family 2 glycosyltransferase	X	X	X	X	X	X	X	X	X	2.98338916475262	3.47713005006931	3.34212923232698	4.5	X	X	X	X	X	X	X	X	X	EC958_2316	NCTC13441_01754	BW25113_0363	b0363
ydeM	putative YdeN-specific sulfatase-maturating enzyme	X	X	X	X	X	X	X	X	X	1.1303040712442	2.45481572683894	2.00807379203143	4.5	X	X	X	X	X	X	X	X	X	EC958_1760	NCTC13441_02341	BW25113_1497	b1497
ybbY	putative uracil/xanthine transporter	X	X	X	2.62484166056777	2.31335360064374	2.3905087702933	2.65016535398374	2.51157010038105	3.15874058072506	2.92278330317518	3.0422667716142	2.45912772201634	4.5	X	X	X	SL1344_0517	SL3261_0517	STMMW_05921	STM_MW05921	SEN0505	t2337	EC958_0651	NCTC13441_03464	BW25113_0513	b0513
preT	dihydropyrimidine dehydrogenase, NADH-dependent, subunit N	X	X	X	2.59677198608705	2.64410850446135	2.84353954002886	3.27400220203519	3.03957351194884	3.50572999900207	2.48140155521332	2.64975038320769	2.80040921148419	4.5	X	X	X	SL1344_2163	SL3261_2163	STMMW_22181	STM_MW22181	SEN2179	t0669	EC958_2483	NCTC13441_01563	BW25113_2146	b2146
hofB	T2SE secretion family protein; P-loop ATPase superfamily protein	X	X	2.34908254514194	2.88556761386337	2.83764101276443	2.58316010265114	2.68961693798834	2.26596234142002	1.74141570906676	2.14475115630274	2.1239767595169	2.02047640777364	4.5	X	X	ROD_01111	SL1344_0143	SL3261_0143	STMMW_01491	STM_MW01491	SEN0147	t0149	EC958_0246	NCTC13441_03880	BW25113_0107	b0107
yhdX	putative amino acid ABC transporter permease	X	X	2.38680705845661	X	X	X	X	X	X	2.42778107642233	2.17960350270671	1.74920069595224	4.5	X	X	ROD_45451	X	X	X	X	X	X	EC958_3670	NCTC13441_00424	BW25113_3269	b3269
yhdY	putative amino acid ABC transporter permease	X	X	2.331465219411	X	X	X	X	X	X	2.02448472794085	1.72087729490519	1.99890587615032	4.5	X	X	ROD_45441	X	X	X	X	X	X	EC958_3671	NCTC13441_00423	BW25113_3270	b3270
adiA	arginine decarboxylase	X	X	X	2.38001199659819	2.40325537957004	2.26989320039905	2.3689976694997	2.00449428952001	2.00772403572213	2.38972635651902	2.01859012499757	2.25909817123608	4.5	X	X	X	SL1344_4233	SL3261_4233	STMMW_42471	STM_MW42471	SEN4067	t4203	EC958_4597	NCTC13441_04347	BW25113_4117	b4117
hybA	hydrogenase 2 4Fe-4S ferredoxin-type component	X	X	2.37970095558931	2.2757546670133	2.33352033569058	2.10838000849766	1.7630998214009	1.83319731333141	2.05020241027794	2.39126508981016	2.48124356752554	2.04905115001169	4.5	X	X	ROD_35441	SL1344_3123	SL3261_3123	STMMW_31091	STM_MW31091	SEN2992	t3070	EC958_3390	NCTC13441_00708	BW25113_2996	b2996
rfbB	dTDP-glucose 4,6 dehydratase, NAD(P)-binding	X	X	3.35465201254536	3.01620592545684	3.37225199910224	3.18367773659394	3.24382376610712	3.09579036907199	3.48429411812111	3.26646923413497	3.23764840894038	3.68481824788002	4.5	X	X	ROD_21771	SL1344_2074	SL3261_2074	STMMW_21281	STM_MW21281	SEN2093	t0775	EC958_2381	NCTC13441_01672	BW25113_2041	b2041
rclA	reactive chlorine stress species (RCS) resistance protein; pyridine nucleotide-dependent disulfide oxidoreductase family	X	X	X	2.03562976890002	1.99159865599732	1.6965081287431	1.55695817163442	1.79170712813284	2.42498342535053	2.80533089590103	3.41568887888102	3.3957792224355	4.5	X	X	X	SL1344_0552	SL3261_0552	STMMW_06291	STM_MW06291	SEN0540	t2298	EC958_0453	NCTC13441_03662	BW25113_0304	b0304
yhdW	protein chain elongation factor EF-Tu (duplicate of tufB)	X	X	2.36535208160431	X	X	X	X	X	X	2.16958226835743	2.32133266413276	1.763053035202	4.5	X	X	ROD_45461	X	X	X	X	X	X	EC958_4826	NCTC13441_00425	BW25113_3268	b3268
yidK	putative transporter	X	X	2.03479399331826	2.81516490080502	2.18035250138626	2.31451624747444	3.76976522374724	3.12732266783363	3.33852334910017	2.19481595191679	2.14355107972284	2.37018222743145	4.5	X	X	ROD_40471	SL1344_1066	SL3261_1066	STMMW_11371	STM_MW11371	SEN0989	t1793	EC958_4155	NCTC13441_04833	BW25113_3679	b3679
ansB	periplasmic L-asparaginase 2	X	X	2.25390964945376	2.11790572846396	2.30007809960619	2.25773251496931	2.34579615510371	2.09544831549325	1.91364819306832	2.40330738258498	2.36531833735488	2.51220360622774	4.5	X	X	ROD_50301	SL1344_3081	SL3261_3081	STMMW_30671	STM_MW30671	SEN2949	t3018	EC958_3246	NCTC13441_00791	BW25113_2957	b2957
oppF	oligopeptide ABC transporter ATPase	X	X	2.66235999882519	2.19354010410629	2.36090127344948	2.27565437002377	2.1420704327161	1.60074292329659	1.85558793817891	2.30068377506979	1.80353058218626	1.14656731032154	4.5	X	X	ROD_17611	SL1344_1673	SL3261_1673	STMMW_17371	STM_MW17371	SEN1293	t1654	EC958_1521	NCTC13441_02587	BW25113_1247	b1247
yhgE	DUF4153 family putative inner membrane protein	X	X	X	2.38569676082742	2.77171921389433	2.49687424894036	2.60135841907732	2.23402366187864	2.33838090887609	2.43609470799614	2.43381515765931	2.3742071714019	4.5	X	X	X	SL1344_3466	SL3261_3466	STMMW_34891	STM_MW34891	SEN3325	t4007	EC958_3796	NCTC13441_00297	BW25113_3402	b3402
gspE	general secretory pathway component, cryptic	X	X	2.60622053426994	X	X	X	X	X	X	2.75757458452712	3.23962068675849	2.80715183095887	4.5	X	X	ROD_44961	X	X	X	X	X	X	EC958_3719	NCTC13441_00369	BW25113_3326	b3326
ybhI	putative DASS family tricarboxylate or dicarboxylate transporter	X	X	3.20854936836726	1.86426072987275	2.00312423951772	1.47024219097632	1.747041329753	1.53137100251816	1.21763234917427	3.21684625263219	3.36539903918165	3.06583989168737	4.5	X	X	ROD_07661	SL1344_3140	SL3261_3140	STMMW_31261	STM_MW31261	SEN3009	t3086	EC958_0882	NCTC13441_03224	BW25113_0770	b0770
	putative transport protein	X	X	2.33122756228585	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43111	X	X	X	X	X	X	X	X	X	X
citC	citrate lyase ligase; [citrate [pro-3S]-lyase] ligase	X	X	2.82099558134234	2.36282660229789	2.67711376849474	2.29354259735825	3.24137370105491	2.87557183223632	3.16552240280386	2.19051392499617	2.87779854381352	2.46099286233883	4.5	X	X	ROD_06331	SL1344_0612	SL3261_0612	STMMW_06891	STM_MW06891	SEN0593	t2243	EC958_0737	NCTC13441_03376	BW25113_0618	b0618
argI	ornithine carbamoyltransferase 1	X	X	1.64525210415782	2.00745300526565	2.23433639241522	1.89953567353168	1.73989158863973	1.70212048189364	2.21085494205884	2.23222853317946	2.25825203873465	1.96951284926778	4.5	X	X	ROD_33201	SL1344_4399	SL3261_4399	STMMW_44151	STM_MW44151	SEN4221	t4503	EC958_4748	NCTC13441_04194	BW25113_4254	b4254
alsC	D-allose ABC transporter permease	X	X	2.27109750731965	X	X	X	X	X	X	2.20266842861758	2.15321271692101	2.16806032303978	4.5	X	X	ROD_34711	X	X	X	X	X	X	EC958_4567	NCTC13441_04377	BW25113_4086	b4086
cbrA	colicin M resistance protein; FAD-binding protein, putative oxidoreductase	X	X	2.0665034958702	X	X	X	X	X	X	2.26602064826676	2.00444053959477	2.42175149686362	4.5	X	X	ROD_40351	X	X	X	X	X	X	EC958_4163	NCTC13441_04826	BW25113_3690	b3690
glxK	glycerate kinase II	X	X	X	2.12407574545799	1.85125433096456	1.38884181670245	2.27807052142165	1.73794992132124	1.96544461253025	2.29070806162356	2.41626698301269	2.31982365939166	4.5	X	X	X	SL1344_0518	SL3261_0518	STMMW_05931	STM_MW05931	SEN0506	t2336	EC958_0652	NCTC13441_03463	BW25113_0514	b0514
yeeJ	putative adhesin	X	X	2.52938723881642	X	X	X	X	X	X	2.52732780347937	2.51681880415484	1.94416494880225	4.5	X	X	ROD_09931	X	X	X	X	X	X	EC958_0448	NCTC13441_03666	BW25113_1978	b1978
ycjS	putative NADH-binding oxidoreductase	X	X	2.02882117957296	X	X	X	X	X	X	1.97219736016209	2.16839999489655	1.8153602082055	4.5	X	X	ROD_16941	X	X	X	X	X	X	EC958_1646	NCTC13441_02450	BW25113_1315	b1315
intB	integrase	X	X	2.64940044112663	X	X	X	X	X	X	2.65371969985283	2.48218783603133	3.14844794890942	4.5	X	X	ROD_50201	X	X	X	X	X	X	EC958_3257	NCTC13441_00780	BW25113_4271	b4271
yeiI	putative kinase	X	X	2.08977182336515	X	X	X	X	X	X	2.23999202305412	2.35838809535126	2.43422382476903	4.5	X	X	ROD_22901	X	X	X	X	X	X	EC958_2497	NCTC13441_01549	BW25113_2160	b2160
ydhV	putative oxidoreductase subunit	X	X	2.2542275490565	X	X	X	X	X	X	2.33271802767142	2.24626321652838	1.81897925565819	4.5	X	X	ROD_13811	X	X	X	X	X	X	EC958_1893	NCTC13441_02208	BW25113_1673	b1673
ybhH	putative PrpF family isomerase	X	X	2.87169535061512	X	X	X	X	X	X	2.68029588511729	3.43983263593999	3.45529623701767	4.5	X	X	ROD_07651	X	X	X	X	X	X	EC958_0881	NCTC13441_03225	BW25113_0769	b0769
yccM	putative 4Fe-4S membrane protein	X	X	1.89865731587418	X	X	X	X	X	X	2.24844249444611	2.09130266421561	2.08520398031817	4.5	X	X	ROD_10581	X	X	X	X	X	X	EC958_1190	NCTC13441_02912	BW25113_0992	b0992
nrfD	formate-dependent nitrite reductase, membrane subunit	X	X	2.17375377817638	2.63267977544161	2.41972511560729	2.49064314468161	2.75296670223922	1.94011360104741	1.79088413107405	2.43044414689162	2.03844668957888	2.07121455029531	4.5	X	X	ROD_34611	SL1344_4216	SL3261_4216	STMMW_42311	STM_MW42311	SEN4050	t4186	EC958_4546	NCTC13441_04397	BW25113_4073	b4073
citE	citrate lyase, citryl-ACP lyase (beta) subunit	X	X	2.07390104005335	2.20897609376348	2.23326545507344	1.722196111841	1.43325271318674	1.2803531156488	1.71965711323454	1.94248346967617	2.19773075377105	1.91820385345311	4.5	X	X	ROD_06311	SL1344_0610	SL3261_0610	STMMW_06871	STM_MW06871	SEN0591	t2245	EC958_0735	NCTC13441_03378	BW25113_0616	b0616
rfbA	glucose-1-phosphate thymidylyltransferase	X	X	3.54786199924168	2.60903768253464	2.88910506027684	2.59986665316316	2.91606608797959	2.9690874481096	3.69695537819583	3.36142531504627	3.57048725266379	3.89304977211548	4.5	X	X	ROD_21751	SL1344_2072	SL3261_2072	STMMW_21261	STM_MW21261	SEN2091	t0777	EC958_2379	NCTC13441_01674	BW25113_2039	b2039
yeiG	S-formylglutathione hydrolase	X	X	2.40589240908076	2.48299388526733	2.56198698720314	2.54934836859788	2.13436689092749	1.77415564744638	2.1638235610046	2.63373886502507	2.27500005741102	2.26818982822508	4.5	X	X	ROD_22821	SL1344_2171	SL3261_2171	STMMW_22261	STM_MW22261	SEN2187	t0661	EC958_2491	NCTC13441_01555	BW25113_2154	b2154
psuG	pseudouridine 5'-phosphate glycosidase	X	X	3.05552461233733	X	X	X	X	X	X	2.35002987397793	2.8194804082097	2.77808731271571	4.5	X	X	ROD_22921	X	X	X	X	X	X	EC958_2501	NCTC13441_01545	BW25113_2165	b2165
napH	ferredoxin-type protein	X	X	2.34153874715624	1.84937229088679	2.51001744598282	2.08550072791612	2.13432972450279	1.89173495833496	1.86272463879436	1.89852602681199	1.31254296004328	1.60555282285732	4.5	X	X	ROD_23351	SL1344_2227	SL3261_2227	STMMW_22821	STM_MW22821	SEN2240	t0607	EC958_2540	NCTC13441_01505	BW25113_2204	b2204
yidL	AraC family putative transcriptional regulator	X	X	2.78349367707346	X	X	X	X	X	X	2.9758090928722	3.39840416653623	3.2296570574845	4.5	X	X	ROD_40461	X	X	X	X	X	X	EC958_4156	NCTC13441_04832	BW25113_3680	b3680
ynaI	mechanosensitive channel protein, very small conductance	X	X	X	2.45571311070393	2.62215127052688	3.04817391003964	3.14870794769029	2.8822772038709	3.37711737079809	2.40310685476602	3.24173081877419	2.29915757457024	4.5	X	X	X	SL1344_1594	SL3261_1594	STMMW_16591	STM_MW16591	SEN1368	t1567	EC958_1662	NCTC13441_02434	BW25113_1330	b1330
glxR	tartronate semialdehyde reductase, NADH-dependent	X	X	X	2.68391735112681	2.30073261076158	2.29770374930134	3.04754495749627	2.84227833467995	3.45989146633666	2.84386383985803	3.20142962548845	2.49643815629214	4.5	X	X	X	SL1344_0512	SL3261_0512	STMMW_05891	STM_MW05891	SEN0500	t2341	EC958_0648	NCTC13441_03467	BW25113_0509	b0509
csgG	curli production assembly/transport outer membrane lipoprotein	X	X	2.68176537292127	2.68116539980967	2.77088261221344	2.81754847794622	3.20002325601033	2.61887292938393	3.18757084354967	3.10979131561214	3.08000383612701	2.85910567943922	4.5	X	X	ROD_10951	SL1344_1076	SL3261_1076	STMMW_11471	STM_MW11471	SEN1909	t1781	EC958_1228	NCTC13441_02874	BW25113_1037	b1037
psuK	pseudouridine kinase	X	X	3.1378905865683	X	X	X	X	X	X	2.13229228834887	2.70186033803372	3.26624477550072	4.5	X	X	ROD_22931	X	X	X	X	X	X	EC958_2502	NCTC13441_01544	BW25113_2166	b2166
yqeA	putative amino acid kinase	X	X	1.70532849034911	X	X	X	X	X	X	2.42285743769626	2.18816647130074	1.87999919847763	4.5	X	X	ROD_33991	X	X	X	X	X	X	EC958_3155	NCTC13441_00881	BW25113_2874	b2874
yijO	AraC family putative transcriptional activator	X	X	2.38350006474919	2.58301847255442	2.57723610137717	2.68260214241842	2.74970050365664	2.11391775733903	1.85013251976938	2.26605096869262	2.46252605827866	2.24374901770455	4.5	X	X	ROD_37911	SL1344_4066	SL3261_4066	STMMW_40821	STM_MW40821	SEN3911	t3507	EC958_4440	NCTC13441_04545	BW25113_3954	b3954
fixB	putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein	X	X	2.17296943964515	2.55504101083514	2.4874086033056	2.33935470193261	2.04442574874297	1.75416847893343	1.49883943255843	2.10004921368453	2.16854341925968	2.43712448345345	4.5	X	X	ROD_00451	SL1344_0077	SL3261_0077	STMMW_00781	STM_MW00781	SEN0077	t0077	EC958_0176	NCTC13441_03948	BW25113_0042	b0042
torC	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit	X	X	2.71087347698179	2.30919925560609	2.377616830286	2.19048297678572	2.45653210854746	2.06249399903582	2.08825989490696	2.32604581246674	2.06986985259708	1.56862306787962	4.5	X	X	ROD_47571	SL1344_3789	SL3261_3789	STMMW_38071	STM_MW38071	SEN3639	t3695	EC958_1194	NCTC13441_02908	BW25113_0996	b0996
aes	acetyl esterase	X	X	2.24245553693164	2.39207699332249	2.52064884189763	2.20188156717375	2.73438697448262	2.14053576628796	2.17835812946017	2.14519717074212	2.11426921995079	2.50850676410049	4.5	X	X	ROD_05341	SL1344_0483	SL3261_0483	STMMW_05601	STM_MW05601	SEN0471	t2370	EC958_0615	NCTC13441_03502	BW25113_0476	b0476
nirC	nitrite transporter	X	X	2.38469974961277	2.55322086737479	2.85870786721265	2.77488054228619	2.79240900223631	2.59048869053229	2.29380507089365	2.54993116662846	2.71204404686077	2.73851756149807	4.5	X	X	ROD_44421	SL1344_3443	SL3261_3443	STMMW_34671	STM_MW34671	SEN3303	t4029	EC958_3764	NCTC13441_00327	BW25113_3367	b3367
allE	S-ureidoglycine aminohydrolase	X	X	X	2.76893086681233	2.72046718072486	2.27835749429776	3.27987621686088	2.75162285917705	3.1290225251013	3.19477569775693	3.7991349047492	3.70685944225172	4.5	X	X	X	SL1344_0519	SL3261_0519	STMMW_05941	STM_MW05941	SEN0507	t2335	EC958_0653	NCTC13441_03461	BW25113_0515	b0515
yegV	putative kinase	X	X	2.05732168737417	2.04301972263906	1.97002009839704	1.8451512299436	1.75563486800997	1.50415934704737	1.62078306439176	2.32592407347315	2.08356585819259	1.37866183779554	4.5	X	X	ROD_22251	SL1344_2121	SL3261_2121	STMMW_21751	STM_MW21751	SEN2140	t0712	EC958_2435	NCTC13441_01614	BW25113_2100	b2100
prpB	2-methylisocitrate lyase	X	X	1.56072207482235	2.21668441838988	2.12067629260127	2.29457068593195	1.98179532937767	1.55932355167863	1.57957331339915	1.87216207593238	1.27932915191451	1.11653293535437	4.5	X	X	ROD_03941	SL1344_0363	SL3261_0363	STMMW_04381	STM_MW04381	SEN0351	t2496	EC958_0480	NCTC13441_03632	BW25113_0331	b0331
ybhJ	aconitase family protein	X	X	2.35174173533975	X	X	X	X	X	X	2.69191182963249	2.71425587478776	3.0248565886007	4.5	X	X	ROD_07671	X	X	X	X	X	X	EC958_0883	NCTC13441_03223	BW25113_0771	b0771
yiiG	DUF3829 family lipoprotein	X	X	X	2.46770234913583	2.45142315751062	2.56470453330561	3.71486228660144	2.96692275264709	3.57780819103761	2.73908067365323	3.26826351515525	3.07030412266297	4.5	X	X	X	SL1344_3988	SL3261_3988	STMMW_40041	STM_MW40041	SEN3830	t3580	EC958_4382	NCTC13441_04600	BW25113_3896	b3896
xapA	purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase	X	X	X	2.4829510348709	2.27002610207417	2.42985160833494	3.09942039928827	2.58414910414764	2.94583649039865	2.50706938629813	2.77760020121781	2.45822933438773	4.5	X	X	X	SL1344_2385	SL3261_2385	STMMW_24411	STM_MW24411	SEN2403	t0435	EC958_5019	NCTC13441_01312	BW25113_2407	b2407
wzzB	regulator of length of O-antigen component of lipopolysaccharide chains	X	X	2.40405650121132	1.64396081172387	2.08998911919298	1.96182252022471	1.70272632609709	1.78816857047086	2.30510849607093	2.23844687772555	2.48149786912282	1.93850161439342	4.5	X	X	ROD_21651	SL1344_2056	SL3261_2056	STMMW_21101	STM_MW21101	SEN2078	t0794	EC958_2368	NCTC13441_01685	BW25113_2027	b2027
xapR	transcriptional activator of xapAB	X	X	X	2.38087956995127	2.45910645123511	2.5318612988143	2.72429852950141	2.60822490323103	2.94167412959654	2.39524292590656	2.76890595963678	2.52451518261863	4.5	X	X	X	SL1344_2382	SL3261_2382	STMMW_24381	STM_MW24381	SEN2400	t0437	EC958_5017	NCTC13441_01314	BW25113_2405	b2405
yjjW	putative pyruvate formate lyase activating enzyme	X	X	2.17554316623802	2.33034979459403	2.31092695173149	2.0457628810183	2.26506396216207	1.6130030056505	1.77524152199981	2.34762691805833	2.18250679473199	2.44365768638826	4.5	X	X	ROD_49021	SL1344_4492	SL3261_4492	STMMW_45071	STM_MW45071	SEN4326	t4608	EC958_0108	NCTC13441_04015	BW25113_4379	b4379
allR	glyoxylate-inducible transcriptional repressor of all and gcl operons	X	X	X	2.15153663367695	2.40041677035518	1.996080476935	1.96402460748703	2.01060469998858	2.3772968028126	2.19291487113724	2.2823883056022	2.00528231639127	4.5	X	X	X	SL1344_0509	SL3261_0509	STMMW_05861	STM_MW05861	SEN0497	t2344	EC958_0645	NCTC13441_03470	BW25113_0506	b0506
yfeN	putative outer membrane protein	X	X	X	2.70704850132853	2.77898434872905	2.84312951457035	3.58113536596567	3.08403711462223	3.7749046074053	3.11374541992928	3.30686102267699	3.14831032750222	4.5	X	X	X	SL1344_2386	SL3261_2386	STMMW_24421	STM_MW24421	SEN2404	t0434	EC958_5020	NCTC13441_01311	BW25113_2408	b2408
yhdJ	DNA adenine methyltransferase, SAM-dependent	X	X	2.31826901810348	1.91813467332216	2.23612795289942	2.02490622298476	2.29125341401645	2.02686553598445	2.58528936192348	1.99784286745198	1.96376378950146	1.81760007583349	4.5	X	X	ROD_45521	SL1344_3359	SL3261_3359	STMMW_33841	STM_MW33841	SEN3220	t3301	EC958_3663	NCTC13441_00431	BW25113_3262	b3262
caiD	carnitinyl-CoA dehydratase	X	X	2.43843840233604	2.64416932267254	2.53228030806358	2.40791364334133	2.86841546326287	2.40956978255278	2.51158735892789	2.07776218708227	2.36612589117783	2.8548471859271	4.5	X	X	ROD_00381	SL1344_0071	SL3261_0071	STMMW_00721	STM_MW00721	SEN0071	t0071	EC958_0170	NCTC13441_03954	BW25113_0036	b0036
yhdZ	putative amino acid ABC transporter ATPase	X	X	2.06186715671041	X	X	X	X	X	X	1.34931558323578	1.50957533684653	2.29741518880982	4.5	X	X	ROD_45431	X	X	X	X	X	X	EC958_3672	NCTC13441_00422	BW25113_3271	b3271
napG	ferredoxin-type protein	X	X	2.12896800195213	1.72009328516359	2.20709109311462	1.56292702494288	1.31533289844827	1.21488365400129	1.02069393077852	2.0121003115208	1.78008890546999	2.30089914713034	4.5	X	X	ROD_23361	SL1344_2228	SL3261_2228	STMMW_22831	STM_MW22831	SEN2241	t0606	EC958_2541	NCTC13441_01504	BW25113_2205	b2205
torT	periplasmic sensory protein associated with the TorRS two-component regulatory system	X	X	X	2.27756878450584	2.49300291176853	2.13863206839302	2.4440322445864	1.82018880041319	1.64674236313137	2.30767315525479	2.00992984924045	1.74515810424539	4.5	X	X	X	SL1344_3791	SL3261_3791	STMMW_38091	STM_MW38091	SEN3641	t3693	EC958_1192	NCTC13441_02910	BW25113_0994	b0994
yggM	DUF1202 family putative secreted protein	X	X	X	2.23400916225015	2.35517098271247	2.12981997803639	2.27904362008799	1.99402467992965	2.03404971055254	2.61824417933509	3.03750040526606	2.13819378748669	4.5	X	X	X	SL1344_3080	SL3261_3080	STMMW_30661	STM_MW30661	SEN2948	t3017	EC958_3245	NCTC13441_00792	BW25113_2956	b2956
fliR	flagellar export pore protein	X	X	2.34905560099385	2.27748510195072	2.39808126357843	2.11219616436279	1.75447936015505	2.18018809136878	2.9239185828969	2.62494272225728	2.1482347294052	1.7042295832843	4.5	X	X	ROD_20301	SL1344_1910	SL3261_1910	STMMW_19611	STM_MW19611	SEN1028	t0896	EC958_2216	NCTC13441_01874	BW25113_1950	b1950
yegW	putative DNA-binding transcriptional regulator	X	X	1.96455968424092	2.03573998163342	2.11117345187714	1.81106043906943	1.89735754836802	1.32678743730632	1.56105811108612	1.74879823457521	1.41064874319581	1.90446099772635	4.5	X	X	ROD_22261	SL1344_2122	SL3261_2122	STMMW_21761	STM_MW21761	SEN2141	t0711	EC958_2436	NCTC13441_01613	BW25113_2101	b2101
citG	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	X	X	2.17401972767917	2.2611419126742	2.34308017592398	1.59670429216339	2.02119474768331	1.42128386200056	1.76158132738504	2.15408999651983	2.15194280553642	1.2516740508783	4.5	X	X	ROD_06281	SL1344_0607	SL3261_0607	STMMW_06841	STM_MW06841	SEN0588	t2248	EC958_0732	NCTC13441_03381	BW25113_0613	b0613
	ISCro1 transposase A	X	X	3.36891863293326	X	X	X	X	X	X	X	X	X	X	X	X	ROD_28251	X	X	X	X	X	X	X	X	X	X
