EsCoMG1655.locus.tag	Gene	Product	EnClNCTC9394.NPEQ	KlPnEcl8.NPEQ	KlPnRH201207.NPEQ	CiRoICC168.NPEQ	SaTySL1344.NPEQ	SaTySL3261.NPEQ	SaTyD23580.NPEQ	SaTyA130.NPEQ	SaEnP125109.NPEQ	SaTyTy2.NPEQ	EsCoEC958.NPEQ	EsCoST131.NPEQ	EsCoCS17.NPEQ	EsCoH10407.NPEQ	EsCoBW25113.NPEQ	EsCoMG1655.NPEQ	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoCS17.locus.tag	EsCoH10407.locus.tag	EsCoBW25113.locus.tag	path_id	path_name
b2417	crr	glucose-specific enzyme IIA component of PTS	1.46879067016553	1.27258564906924	2.50900668426978	1.35331441105055	1.30321803266898	1.59519748937339	1.57859297823129	2.60660656150412	1.6967095571366	2.29625088773889	1.01182524355043	1.56582904130892	0.446915111194566	1.62244722135742	1.28373048599565	0	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	CS17_02706	ETEC_2530	BW25113_2417	eco00010	Glycolysis / Gluconeogenesis 
b2417	crr	glucose-specific enzyme IIA component of PTS	1.46879067016553	1.27258564906924	2.50900668426978	1.35331441105055	1.30321803266898	1.59519748937339	1.57859297823129	2.60660656150412	1.6967095571366	2.29625088773889	1.01182524355043	1.56582904130892	0.446915111194566	1.62244722135742	1.28373048599565	0	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	CS17_02706	ETEC_2530	BW25113_2417	eco02060	Phosphotransferase system (PTS) 
b2417	crr	glucose-specific enzyme IIA component of PTS	1.46879067016553	1.27258564906924	2.50900668426978	1.35331441105055	1.30321803266898	1.59519748937339	1.57859297823129	2.60660656150412	1.6967095571366	2.29625088773889	1.01182524355043	1.56582904130892	0.446915111194566	1.62244722135742	1.28373048599565	0	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	CS17_02706	ETEC_2530	BW25113_2417	eco00520	Amino sugar and nucleotide sugar metabolism 
b2417	crr	glucose-specific enzyme IIA component of PTS	1.46879067016553	1.27258564906924	2.50900668426978	1.35331441105055	1.30321803266898	1.59519748937339	1.57859297823129	2.60660656150412	1.6967095571366	2.29625088773889	1.01182524355043	1.56582904130892	0.446915111194566	1.62244722135742	1.28373048599565	0	ENC_38370	BN373_34231	ERS227112_03815	ROD_23761	SL1344_2396	SL3261_2396	STMMW_24521	STM_MW24521	SEN2414	t0424	EC958_2744	NCTC13441_01301	CS17_02706	ETEC_2530	BW25113_2417	eco00500	Starch and sucrose metabolism 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01110	Biosynthesis of secondary metabolites 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01120	Microbial metabolism in diverse environments 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01130	Biosynthesis of antibiotics 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco00920	Sulfur metabolism 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01230	Biosynthesis of amino acids 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01100	Metabolic pathways 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco00270	Cysteine and methionine metabolism 
b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B)	-0.306730544281058	-0.270982738729708	1.64965205343397	-0.16023995692039	-0.252241456108968	-0.321475519247563	-0.210174660161339	0.360707266533042	0.0719500204430198	0.214198983014342	0.0124610763350625	-0.0841778655287188	-0.31134998492866	0.23853807395127	0.722476270257713	0	ENC_462added	BN373_34281	ERS227112_03810	ROD_23821	SL1344_2403	SL3261_2403	STMMW_24591	STM_MW24591	SEN2421	t0418	EC958_2747	NCTC13441_01298	CS17_02709	ETEC_2534	BW25113_2421	eco01200	Carbon metabolism 
b2472	dapE	N-succinyl-diaminopimelate deacylase	3.085024041418	3.99300666853733	3.42373612066218	2.94004626854194	3.94582554994354	2.81773233102924	2.96924713412798	1.78656991523302	2.97601907852199	2.89686062831817	1.85957510445241	3.04177655679526	2.64021789034505	3.16211057645255	3.06717032095868	0	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	CS17_02751	ETEC_2576	BW25113_2472	eco01230	Biosynthesis of amino acids 
b2472	dapE	N-succinyl-diaminopimelate deacylase	3.085024041418	3.99300666853733	3.42373612066218	2.94004626854194	3.94582554994354	2.81773233102924	2.96924713412798	1.78656991523302	2.97601907852199	2.89686062831817	1.85957510445241	3.04177655679526	2.64021789034505	3.16211057645255	3.06717032095868	0	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	CS17_02751	ETEC_2576	BW25113_2472	eco00300	Lysine biosynthesis 
b2472	dapE	N-succinyl-diaminopimelate deacylase	3.085024041418	3.99300666853733	3.42373612066218	2.94004626854194	3.94582554994354	2.81773233102924	2.96924713412798	1.78656991523302	2.97601907852199	2.89686062831817	1.85957510445241	3.04177655679526	2.64021789034505	3.16211057645255	3.06717032095868	0	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	CS17_02751	ETEC_2576	BW25113_2472	eco01100	Metabolic pathways 
b2472	dapE	N-succinyl-diaminopimelate deacylase	3.085024041418	3.99300666853733	3.42373612066218	2.94004626854194	3.94582554994354	2.81773233102924	2.96924713412798	1.78656991523302	2.97601907852199	2.89686062831817	1.85957510445241	3.04177655679526	2.64021789034505	3.16211057645255	3.06717032095868	0	ENC_38020	BN373_34641	ERS227112_03774	ROD_24201	SL1344_2446	SL3261_2446	STMMW_25021	STM_MW25021	SEN2462	t0376	EC958_2788	NCTC13441_01258	CS17_02751	ETEC_2576	BW25113_2472	eco01120	Microbial metabolism in diverse environments 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco01130	Biosynthesis of antibiotics 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco01100	Metabolic pathways 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco00300	Lysine biosynthesis 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco00261	Monobactam biosynthesis 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco01230	Biosynthesis of amino acids 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco01120	Microbial metabolism in diverse environments 
b2478	dapA	dihydrodipicolinate synthase	2.79053071581639	2.85643680462161	2.26804745122864	3.22307410720191	3.46600136639227	3.09208698250515	1.60408389139289	2.29920512201822	3.24839266540091	2.51941797261576	2.72342773224897	2.7560170729289	2.29045620456963	3.48815717778385	2.6781435987655	0	ENC_37950	BN373_34711	ERS227112_03767	ROD_24271	SL1344_2452	SL3261_2452	STMMW_25071	STM_MW25071	SEN2468	t0370	EC958_2795	NCTC13441_01250	CS17_02761	ETEC_2583	BW25113_2478	eco01110	Biosynthesis of secondary metabolites 
b2507	guaA	GMP synthetase (glutamine aminotransferase)	0.446689028721598	0.401742236803651	1.34131681444714	0.0229923676694447	0.803014425729443	0.166903855499479	0.470007947684672	1.43898263619125	0.587111963979617	-0.132923720387368	0.609636856753778	-0.00840043318185018	0.670234145006864	0.804084115900535	3.75930163468733	0	ENC_37610	BN373_34931	ERS227112_00079	ROD_24481	SL1344_2471	SL3261_2471	STMMW_25271	STM_MW25271	SEN2490	t0347	EC958_2814	NCTC13441_01232	CS17_02793	ETEC_2664	BW25113_2507	eco01100	Metabolic pathways 
b2507	guaA	GMP synthetase (glutamine aminotransferase)	0.446689028721598	0.401742236803651	1.34131681444714	0.0229923676694447	0.803014425729443	0.166903855499479	0.470007947684672	1.43898263619125	0.587111963979617	-0.132923720387368	0.609636856753778	-0.00840043318185018	0.670234145006864	0.804084115900535	3.75930163468733	0	ENC_37610	BN373_34931	ERS227112_00079	ROD_24481	SL1344_2471	SL3261_2471	STMMW_25271	STM_MW25271	SEN2490	t0347	EC958_2814	NCTC13441_01232	CS17_02793	ETEC_2664	BW25113_2507	eco00230	Purine metabolism 
b2530	iscS	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	1.59572945612538	2.38071151646445	3.11863374758192	0.750568139683943	1.24754327604732	1.45424314703379	2.44797888854933	2.59995419422457	1.21122406605654	1.68849196338097	2.17427682959864	3.15412641875544	1.33269703596642	1.81556653837827	1.49800562911796	0	ENC_37240	BN373_35191	ERS227112_00054	ROD_24741	SL1344_2505	SL3261_2505	STMMW_25601	STM_MW25601	SEN2523	t0313	EC958_2841	NCTC13441_01206	CS17_02816	ETEC_2687	BW25113_2530	eco00730	Thiamine metabolism 
b2530	iscS	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	1.59572945612538	2.38071151646445	3.11863374758192	0.750568139683943	1.24754327604732	1.45424314703379	2.44797888854933	2.59995419422457	1.21122406605654	1.68849196338097	2.17427682959864	3.15412641875544	1.33269703596642	1.81556653837827	1.49800562911796	0	ENC_37240	BN373_35191	ERS227112_00054	ROD_24741	SL1344_2505	SL3261_2505	STMMW_25601	STM_MW25601	SEN2523	t0313	EC958_2841	NCTC13441_01206	CS17_02816	ETEC_2687	BW25113_2530	eco01100	Metabolic pathways 
b2530	iscS	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	1.59572945612538	2.38071151646445	3.11863374758192	0.750568139683943	1.24754327604732	1.45424314703379	2.44797888854933	2.59995419422457	1.21122406605654	1.68849196338097	2.17427682959864	3.15412641875544	1.33269703596642	1.81556653837827	1.49800562911796	0	ENC_37240	BN373_35191	ERS227112_00054	ROD_24741	SL1344_2505	SL3261_2505	STMMW_25601	STM_MW25601	SEN2523	t0313	EC958_2841	NCTC13441_01206	CS17_02816	ETEC_2687	BW25113_2530	eco04122	Sulfur relay system 
b2533	suhB	inositol monophosphatase	2.67491713536199	2.96520791096233	2.8040380087634	1.33352590964838	2.14126109011091	2.17576415612748	2.46447276409645	1.91707217873108	3.09381347253725	2.13760509077024	1.92047533075453	2.44885973126865	2.72430642281779	1.98827207491392	2.44995331928216	7	ENC_37210	BN373_35221	ERS227112_00050	ROD_24771	SL1344_2508	SL3261_2508	STMMW_25631	STM_MW25631	SEN2526	t0310	EC958_2844	NCTC13441_01202	CS17_02820	ETEC_2690	BW25113_2533	eco00521	Streptomycin biosynthesis 
b2533	suhB	inositol monophosphatase	2.67491713536199	2.96520791096233	2.8040380087634	1.33352590964838	2.14126109011091	2.17576415612748	2.46447276409645	1.91707217873108	3.09381347253725	2.13760509077024	1.92047533075453	2.44885973126865	2.72430642281779	1.98827207491392	2.44995331928216	7	ENC_37210	BN373_35221	ERS227112_00050	ROD_24771	SL1344_2508	SL3261_2508	STMMW_25631	STM_MW25631	SEN2526	t0310	EC958_2844	NCTC13441_01202	CS17_02820	ETEC_2690	BW25113_2533	eco01100	Metabolic pathways 
b2533	suhB	inositol monophosphatase	2.67491713536199	2.96520791096233	2.8040380087634	1.33352590964838	2.14126109011091	2.17576415612748	2.46447276409645	1.91707217873108	3.09381347253725	2.13760509077024	1.92047533075453	2.44885973126865	2.72430642281779	1.98827207491392	2.44995331928216	7	ENC_37210	BN373_35221	ERS227112_00050	ROD_24771	SL1344_2508	SL3261_2508	STMMW_25631	STM_MW25631	SEN2526	t0310	EC958_2844	NCTC13441_01202	CS17_02820	ETEC_2690	BW25113_2533	eco00562	Inositol phosphate metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01110	Biosynthesis of secondary metabolites 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01120	Microbial metabolism in diverse environments 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco00460	Cyanoamino acid metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01130	Biosynthesis of antibiotics 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco00670	One carbon pool by folate 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01100	Metabolic pathways 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco00260	Glycine, serine and threonine metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01200	Carbon metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco00680	Methane metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco00630	Glyoxylate and dicarboxylate metabolism 
b2551	glyA	serine hydroxymethyltransferase	2.83232126087395	2.84815056766634	3.69339348453488	0.577124483599982	1.20160159026571	0.531352884343555	4.68063555383283	1.1003538421262	3.01984060770897	1.70384295802269	2.9748401295884	3.25596069002465	2.37484895649217	2.27568134169514	3.2514060053287	0	ENC_37150	BN373_35341	ERS227112_00039	ROD_24931	SL1344_2517	SL3261_2517	STMMW_25721	STM_MW25721	SEN2535	t0301	EC958_2857	NCTC13441_01190	CS17_02838	ETEC_2708	BW25113_2551	eco01230	Biosynthesis of amino acids 
b2563	acpS	holo-[acyl-carrier-protein] synthase 1	1.84908134475343	2.09622003462169	2.02352382024211	1.72540665465908	2.50695542912798	2.07260917786148	1.31708444926653	1.17198074332415	2.90464341556716	1.2806444682557	2.31710667727207	1.79502915872002	2.80624027010183	2.48350612054833	1.52216495317375	7	ENC_36980	BN373_35461	ERS227112_00025	ROD_25091	SL1344_2539	SL3261_2539	STMMW_25931	STM_MW25931	SEN2557	t0280	EC958_2869	NCTC13441_01176	CS17_02852	ETEC_2776	BW25113_2563	eco00770	Pantothenate and CoA biosynthesis 
b2568	lepB	leader peptidase (signal peptidase I)	2.97535085351779	2.46503050742449	2.75467924336921	3.09475781810617	2.17249113868512	2.55994627852977	1.53675132820186	2.47858482759817	2.11563365589106	2.56151525807109	2.21949781890662	2.40109831185198	3.10120902646203	1.9243119910707	2.64603451849325	7	ENC_36930	BN373_35511	ERS227112_00020	ROD_25141	SL1344_2544	SL3261_2544	STMMW_25981	STM_MW25981	SEN2562	t0275	EC958_2874	NCTC13441_01171	CS17_02857	ETEC_2781	BW25113_2568	eco03060	Protein export 
b2568	lepB	leader peptidase (signal peptidase I)	2.97535085351779	2.46503050742449	2.75467924336921	3.09475781810617	2.17249113868512	2.55994627852977	1.53675132820186	2.47858482759817	2.11563365589106	2.56151525807109	2.21949781890662	2.40109831185198	3.10120902646203	1.9243119910707	2.64603451849325	7	ENC_36930	BN373_35511	ERS227112_00020	ROD_25141	SL1344_2544	SL3261_2544	STMMW_25981	STM_MW25981	SEN2562	t0275	EC958_2874	NCTC13441_01171	CS17_02857	ETEC_2781	BW25113_2568	eco02024	Quorum sensing 
b2606	rplS	50S ribosomal subunit protein L19	2.07532444380609	2.39179314460278	2.77489317432455	2.57528913724082	0.982796718263334	2.29889230018253	1.58798689187412	2.38543448578319	2.28979784794851	2.02576453481307	2.66707529997831	1.85598446843077	1.69651624494574	2.80235454188739	2.00373955264623	7	ENC_28050	BN373_35831	ERS227112_01714	ROD_25561	SL1344_2646	SL3261_2646	STMMW_26871	STM_MW26871	SEN2594	t2628	EC958_2908	NCTC13441_01135	CS17_02947	ETEC_2813	BW25113_2606	eco03010	Ribosome 
b2609	rpsP	30S ribosomal subunit protein S16	1.67129295434426	1.7166466946841	1.85470975361561	2.11472111060599	1.97830442863896	1.30887239502015	2.22129818031501	0.970521603104133	2.80657331955315	1.22005613513862	2.22347583270288	1.41829860468279	1.88404407318765	1.70043684843476	0.867319881051663	7	ENC_28080	BN373_35861	ERS227112_01711	ROD_25591	SL1344_2649	SL3261_2649	STMMW_26901	STM_MW26901	SEN2597	t2631	EC958_2911	NCTC13441_01132	CS17_02950	ETEC_2816	BW25113_2609	eco03010	Ribosome 
b2696	csrA	pleiotropic regulatory protein for carbon source metabolism	0.953457577873336	1.3390735869526	2.05525585427874	0.965187975598479	1.14606799089733	1.4330547224614	1.26403499992709	1.36791318778228	1.63909825285651	1.86587020164572	1.02732567490496	1.17867188545998	1.05165720030381	0.747791364344307	1.50419164002018	7	ENC_29410	BN373_36611	ERS227112_01633	ROD_31181	SL1344_2806	SL3261_2806	STMMW_27881	STM_MW27881	SEN2667	t2727	EC958_2961	NCTC13441_01081	CS17_03014	ETEC_2887	BW25113_2696	eco02020	Two-component system 
