Gene	Product	EnClNCTC9394.II	KlPnEcl8.II	KlPnRH201207.II	CiRoICC168.II	SaTySL1344.II	SaTySL3261.II	SaTyD23580.II	SaTyA130.II	SaEnP125109.II	SaTyTy2.II	EsCoEC958.II	EsCoST131.II	EsCoBW25113.II	EsCoMG1655.II	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoBW25113.locus.tag	EsCoMG1655.locus.tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no.1	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in	path_id	path_name
lolC	lipoprotein releasing system, transmembrane protein, LolC/E family	-4.5	-0.986689783821344	-4.5	-4.5	-4.5	-4.5	-1.74096614379183	-0.591003573184652	-1.13621245269312	-0.936347291718818	-4.5	-4.5	-4.5	-4.5	ENC_15220	BN373_17271	ERS227112_03591	ROD_11831	SL1344_1154	SL3261_1154	STMMW_12261	STM_MW12261	SEN1832	t1703	EC958_1313	NCTC13441_02796	BW25113_1116	b1116	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00255	Lipoprotein-releasing system
lolD	lipoprotein releasing system, ATP-binding protein	-4.5	-4.5	-4.5	-4.5	-1.72358504847829	-4.5	-1.11328153314068	-4.5	-1.29346533132711	-4.5	-0.887096140461744	-4.5	-4.5	-4.5	ENC_15210	BN373_17281	ERS227112_03592	ROD_11841	SL1344_1155	SL3261_1155	STMMW_12271	STM_MW12271	SEN1831	t1702	EC958_1314	NCTC13441_02795	BW25113_1117	b1117	54	91	87	58	45	45	45	44	45	45	55	56	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00255	Lipoprotein-releasing system
lolE	ABC-type transport system, involved in lipoprotein release, permease component	-4.5	-4.5	-4.5	-4.5	-4.5	-0.411545348675296	-4.5	-4.5	-1.45903609110899	-1.97982680864037	-2.1488020078811	-4.5	-4.5	-4.5	ENC_15200	BN373_17291	ERS227112_03593	ROD_11851	SL1344_1156	SL3261_1156	STMMW_12281	STM_MW12281	SEN1830	t1701	EC958_1315	NCTC13441_02794	BW25113_1118	b1118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00255	Lipoprotein-releasing system
purB	Adenylosuccinate lyase	-0.399729505625201	0.673480341172974	-0.391425317564595	0.547392783106993	0.465511838627707	0.329738341687899	0.821875512034753	0.545898132332105	0.725649759614764	-0.678671577401166	-0.159285420216781	1.04663546660021	-4.5	-4.5	ENC_15040	BN373_17561	ERS227112_03609	ROD_12211	SL1344_1170	SL3261_1170	STMMW_12421	STM_MW12421	SEN1817	t1688	EC958_1328	NCTC13441_02781	BW25113_1131	b1131	3	4	4	2	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
purB	Adenylosuccinate lyase	-0.399729505625201	0.673480341172974	-0.391425317564595	0.547392783106993	0.465511838627707	0.329738341687899	0.821875512034753	0.545898132332105	0.725649759614764	-0.678671577401166	-0.159285420216781	1.04663546660021	-4.5	-4.5	ENC_15040	BN373_17561	ERS227112_03609	ROD_12211	SL1344_1170	SL3261_1170	STMMW_12421	STM_MW12421	SEN1817	t1688	EC958_1328	NCTC13441_02781	BW25113_1131	b1131	3	4	4	2	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
icd	isocitrate dehydrogenase (NADP)	0.897577035893903	0.359889599894896	-4.5	0.189281478414419	1.5591340033356	1.4511651275361	1.53751334990697	0.245873357892501	1.09055798729307	-0.365851507589122	-1.44988384924007	-0.760447419773653	1.25072407533559	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
icd	isocitrate dehydrogenase (NADP)	0.897577035893903	0.359889599894896	-4.5	0.189281478414419	1.5591340033356	1.4511651275361	1.53751334990697	0.245873357892501	1.09055798729307	-0.365851507589122	-1.44988384924007	-0.760447419773653	1.25072407533559	4.5	ENC_14990	BN373_17611	ERS227112_03614	ROD_12261	SL1344_1176	SL3261_1176	STMMW_12481	STM_MW12481	SEN1811	t1682	EC958_1333	NCTC13441_02776	BW25113_1136	b1136	2	3	4	5	2	2	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00009	Citrate cycle (TCA cycle, Krebs cycle)
prs	ribose-phosphate pyrophosphokinase	-4.5	-0.789003195605891	-4.5	-1.62308583230285	-1.91077348953396	-1.28950450120291	-1.27115714668493	-4.5	-1.57377698516978	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_07550	BN373_28321	ERS227112_04430	ROD_18061	SL1344_1708	SL3261_1708	STMMW_17721	STM_MW17721	SEN1259	t1096	EC958_1475	NCTC13441_02635	BW25113_1207	b1207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00005	PRPP biosynthesis, ribose 5P => PRPP
ispE	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	X	-0.678542291739909	-4.5	-4.5	-4.5	-4.5	-1.1634174488963	-4.5	-1.06186815564629	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_28311	ERS227112_04431	ROD_18051	SL1344_1707	SL3261_1707	STMMW_17711	STM_MW17711	SEN1260	t1097	EC958_1476	NCTC13441_02634	BW25113_1208	b1208	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
hemA	glutamyl-tRNA reductase	-2.58690501991127	-4.5	-4.5	-4.5	-4.5	-1.56916846238737	-0.163548097167937	-4.5	-2.54938384697071	-2.3236269989725	-0.0302904195847211	-4.5	-1.03014476139241	-4.5	ENC_07590	BN373_28291	ERS227112_04433	ROD_18031	SL1344_1705	SL3261_1705	STMMW_17691	STM_MW17691	SEN1262	t1099	EC958_1478	NCTC13441_02632	BW25113_1210	b1210	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00121	Heme biosynthesis, glutamate => protoheme/siroheme
kdsA	3-deoxy-8-phosphooctulonate synthase	X	-4.5	-4.5	-4.5	-1.80579652708017	-4.5	-1.16009138937657	-4.5	-0.372704514406271	-4.5	-4.5	-1.28903694162476	-0.642021891217027	-4.5	X	BN373_28241	ERS227112_04438	ROD_17981	SL1344_1700	SL3261_1700	STMMW_17641	STM_MW17641	SEN1267	t1104	EC958_1483	NCTC13441_02627	BW25113_1215	b1215	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00063	CMP-KDO biosynthesis
galU	UTP-glucose-1-phosphate uridylyltransferase	-1.00468011204263	3.06828413782577	2.16574138079351	2.69326566134948	1.89588588165862	2.10068340179817	2.54206397457412	1.63169623088384	1.83074344392795	2.46272061523807	0.650789052092042	1.10437014424541	2.88748725222753	4.5	ENC_07940	BN373_27981	ERS227112_04470	ROD_17721	SL1344_1683	SL3261_1683	STMMW_17471	STM_MW17471	SEN1284	t1663	EC958_1509	NCTC13441_02599	BW25113_1236	b1236	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose
galU	UTP-glucose-1-phosphate uridylyltransferase	-1.00468011204263	3.06828413782577	2.16574138079351	2.69326566134948	1.89588588165862	2.10068340179817	2.54206397457412	1.63169623088384	1.83074344392795	2.46272061523807	0.650789052092042	1.10437014424541	2.88748725222753	4.5	ENC_07940	BN373_27981	ERS227112_04470	ROD_17721	SL1344_1683	SL3261_1683	STMMW_17471	STM_MW17471	SEN1284	t1663	EC958_1509	NCTC13441_02599	BW25113_1236	b1236	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00362	Nucleotide sugar biosynthesis, prokaryotes
ribA	GTP cyclohydrolase II	-4.5	-4.5	-4.5	-4.5	-1.44933754355054	-0.805876823423594	-4.5	-4.5	-0.713672387435743	-4.5	-1.34176834318078	-4.5	-4.5	-4.5	ENC_08380	BN373_18991	ERS227112_05455	ROD_17231	SL1344_1643	SL3261_1643	STMMW_17061	STM_MW17061	SEN1322	t1624	EC958_1609	NCTC13441_02486	BW25113_1277	b1277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
fabI	Enoyl-[acyl-carrier-protein] reductase [NADH]	-4.5	-0.584756796397919	-4.5	-4.5	-4.5	-4.5	-1.0010554350302	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_08530	BN373_19101	ERS227112_05444	ROD_17111	SL1344_1631	SL3261_1631	STMMW_16961	STM_MW16961	SEN1332	t1613	EC958_1622	NCTC13441_02474	BW25113_1288	b1288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00083	Fatty acid biosynthesis, elongation
fabI	Enoyl-[acyl-carrier-protein] reductase [NADH]	-4.5	-0.584756796397919	-4.5	-4.5	-4.5	-4.5	-1.0010554350302	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_08530	BN373_19101	ERS227112_05444	ROD_17111	SL1344_1631	SL3261_1631	STMMW_16961	STM_MW16961	SEN1332	t1613	EC958_1622	NCTC13441_02474	BW25113_1288	b1288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
lsrC	autoinducer 2 ABC transporter membrane protein	2.41093162274291	2.20952327563986	1.47784717971873	X	2.36776357773083	2.30424087179256	2.30994648654601	2.5973588095547	2.13271968170557	2.54688888981575	X	X	-0.150532850588195	4.5	ENC_33380	BN373_41681	ERS227112_01099	X	SL1344_4024	SL3261_4024	STMMW_40401	STM_MW40401	SEN3865	t3543	X	X	BW25113_1514	b1514	12	20	19	10	4	4	4	4	4	4	9	10	10	10	1	1	1	0	1	1	1	1	1	1	0	0	1	1	md:eco_M00219	AI-2 transport system
tyrS	tyrosyl-tRNA synthetase	-4.5	-4.5	-4.5	-4.5	-2.21014411106992	-4.5	-1.48566800104932	-0.702148905792668	-0.986961997563313	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_13080	BN373_25561	ERS227112_04699	ROD_14301	SL1344_1381	SL3261_1381	STMMW_14521	STM_MW14521	SEN1598	t1317	EC958_1860	NCTC13441_02244	BW25113_1637	b1637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
pdxH	Pyridoxamine 5'-phosphate oxidase	1.14105515151299	1.37399428657782	0.723116582209311	1.64545114013165	2.18917261309921	2.03727276563635	1.66091612891464	0.652411986725462	1.11009844098437	-0.681036321136649	1.60235267449992	0.479523329475851	1.17453031581646	4.5	ENC_13090	BN373_25571	ERS227112_04698	ROD_14291	SL1344_1380	SL3261_1380	STMMW_14511	STM_MW14511	SEN1599	t1316	EC958_1861	NCTC13441_02243	BW25113_1638	b1638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
ribE	riboflavin synthase alpha chain	-4.5	-0.368229802364625	-4.5	-4.5	-4.5	-4.5	-0.792592844171326	-4.5	-0.514965525408723	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_13370	BN373_25831	ERS227112_04672	ROD_14071	SL1344_1358	SL3261_1358	STMMW_14291	STM_MW14291	SEN1621	t1294	EC958_1884	NCTC13441_02219	BW25113_1662	b1662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
pheT	phenylalanyl-tRNA synthetase beta subunit	-4.5	-4.5	-4.5	-4.5	-2.84071655360559	-4.5	-1.47055708572236	-4.5	-1.24475175619892	-4.5	-2.73721205398399	-4.5	-4.5	-4.5	ENC_14130	BN373_27611	ERS227112_04498	ROD_13421	SL1344_1272	SL3261_1272	STMMW_13451	STM_MW13451	SEN1706	t1219	EC958_1935	NCTC13441_02166	BW25113_1713	b1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
pheS	phenylalanyl-tRNA synthetase, alpha subunit	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.27913286470831	-4.5	-1.61139253996611	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14140	BN373_27621	ERS227112_04497	ROD_13411	SL1344_1271	SL3261_1271	STMMW_13441	STM_MW13441	SEN1707	t1218	EC958_1936	NCTC13441_02165	BW25113_1714	b1714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
rplT	LSU ribosomal protein L20P	-0.910312813505677	0.219093552393427	-4.5	-0.949121491364121	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14150	BN373_27631	ERS227112_04495	ROD_13401	SL1344_1270	SL3261_1270	STMMW_13431	STM_MW13431	SEN1708	t1216	EC958_1937	NCTC13441_02163	BW25113_1716	b1716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
rpmI	ribosomal protein L35	X	0.803092857219351	-0.293413371873866	-4.5	-0.360544336528109	-4.5	0.314426996255716	-4.5	-0.709644550868794	-4.5	-0.254667218380788	-4.5	1.48771742785042	4.5	X	BN373_27641	ERS227112_04494	ROD_13391	SL1344_1269	SL3261_1269	STMMW_13421	STM_MW13421	SEN1709	t1215	EC958_1938	NCTC13441_02162	BW25113_1717	b1717	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
thrS	threonyl-tRNA synthetase /Ser-tRNA(Thr) hydrolase	-2.55971558273807	-4.5	-4.5	-4.5	-2.62827537952677	-4.5	-1.95599084593306	-4.5	-0.57893765125459	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_14180	BN373_27661	ERS227112_04492	ROD_13371	SL1344_1267	SL3261_1267	STMMW_13401	STM_MW13401	SEN1711	t1213	EC958_1940	NCTC13441_02160	BW25113_1719	b1719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
nadE	NAD+ synthetase	X	-4.5	-1.86623655239907	-4.5	-4.5	-4.5	-1.1355071123535	-4.5	-1.03011714070638	-4.5	-1.66591903185147	-4.5	-4.5	-4.5	X	BN373_18511	ERS227112_05505	ROD_13161	SL1344_1245	SL3261_1245	STMMW_13171	STM_MW13171	SEN1733	t1189	EC958_1961	NCTC13441_02140	BW25113_1740	b1740	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00115	NAD biosynthesis, aspartate => NAD
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.99181235021176	-4.5	-1.34203052584171	-4.5	-0.923126050946366	-4.5	0.104011401825526	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.99181235021176	-4.5	-1.34203052584171	-4.5	-0.923126050946366	-4.5	0.104011401825526	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00002	Glycolysis, core module involving three-carbon compounds
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.99181235021176	-4.5	-1.34203052584171	-4.5	-0.923126050946366	-4.5	0.104011401825526	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
gapA	glyceraldehyde-3-phosphate dehydrogenase	-4.5	-4.5	-4.5	-4.5	-1.99181235021176	-4.5	-1.34203052584171	-4.5	-0.923126050946366	-4.5	0.104011401825526	-4.5	-4.5	4.5	ENC_14760	BN373_18191	ERS227112_03665	ROD_12731	SL1344_1225	SL3261_1225	STMMW_12971	STM_MW12971	SEN1762	t1169	EC958_2001	NCTC13441_02101	BW25113_1779	b1779	3	3	4	3	2	2	2	2	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00003	Gluconeogenesis, oxaloacetate => fructose-6P
manZ	PTS system D-mannose-specific IID component, Man family (TC 4.A.6.1.1)	2.13385739633251	2.57213176189959	1.82558802717243	2.09152695585916	2.16740512008264	2.3826157268427	2.01602281025477	-0.0248623617866522	1.55075144756751	1.45781994382033	2.04633738068486	1.84641011186416	1.10791460891889	4.5	ENC_06770	BN373_29181	ERS227112_04331	ROD_18571	SL1344_1761	SL3261_1761	STMMW_18241	STM_MW18241	SEN1205	t1046	EC958_2037	NCTC13441_02067	BW25113_1819	b1819	2	4	4	4	4	4	4	4	3	2	4	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00276	PTS system, mannose-specific II component
msbB	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	-4.5	1.67037716134775	-0.812725941212483	1.88681505745559	-0.881142877550272	-4.5	-0.36770453978234	-4.5	-4.5	1.55091671175387	-1.13226828601625	0.485326073185292	2.22627754796344	4.5	ENC_06400	BN373_29561	ERS227112_04291	ROD_18961	SL1344_1823	SL3261_1823	STMMW_18701	STM_MW18701	SEN1114	t0988	EC958_2076	NCTC13441_02028	BW25113_1855	b1855	4	4	4	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
znuC	high-affinity zinc uptake ABC transporter, ATP-binding protein	X	2.17346237876703	1.74516305444437	2.03568312772811	2.11765869221148	2.30770638404117	1.27617478566837	-0.169607324588483	1.79568924145166	1.58287507681837	2.41366988587805	1.83160495581264	2.22049249830391	4.5	X	BN373_29591	ERS227112_04288	ROD_18991	SL1344_1826	SL3261_1826	STMMW_18731	STM_MW18731	SEN1111	t0985	EC958_2079	NCTC13441_02025	BW25113_1858	b1858	54	91	87	58	45	45	45	44	45	45	55	56	50	50	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00242	Zinc transport system
aspS	aspartyl-tRNA synthetase	X	-4.5	-4.5	-4.5	-4.5	-2.08253505761416	-2.09511838869488	-4.5	-1.8371437987092	-4.5	-2.4282218515691	-4.5	-0.848804496349089	-4.5	X	BN373_29661	ERS227112_04281	ROD_19071	SL1344_1836	SL3261_1836	STMMW_18841	STM_MW18841	SEN1102	t0976	EC958_2089	NCTC13441_02015	BW25113_1866	b1866	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
argS	Arginine--tRNA ligase	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.02654792926619	-1.53518036606081	-4.5	-2.40737203686008	-4.5	-4.5	-4.5	ENC_49added	BN373_29741	ERS227112_04273	ROD_19201	SL1344_1844	SL3261_1844	STMMW_18921	STM_MW18921	SEN1094	t0968	EC958_2099	NCTC13441_02005	BW25113_1876	b1876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
ugd	UDP-glucose 6-dehydrogenase	-4.5	0.519647330710581	0.289637133256134	3.15036196668397	2.11829236490537	2.64113896887362	2.64663756632641	3.28970829356416	2.83482478495475	3.60843395408562	2.53608030225995	3.04954765765751	3.10883315204886	4.5	ENC_506added	BN373_30991	ERS227112_04086	ROD_21661	SL1344_2057	SL3261_2057	STMMW_21111	STM_MW21111	SEN2079	t0793	EC958_2369	NCTC13441_01684	BW25113_2028	b2028	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00362	Nucleotide sugar biosynthesis, prokaryotes
dcd	dCTP deaminase	2.05827236528272	1.64450569676385	1.62960616030136	2.0387582106656	1.23181945326907	1.97990220748112	-0.135167191432702	-4.5	1.33630886088401	1.58868818471619	1.05293800913581	0.0436991310002913	0.355928623740873	4.5	ENC_41020	BN373_31211	ERS227112_04064	ROD_22011	SL1344_2098	SL3261_2098	STMMW_21531	STM_MW21531	SEN2117	t0751	EC958_2405	NCTC13441_01646	BW25113_2065	b2065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
metG	methionyl-tRNA synthetase	-1.9541902001267	-1.71180486972428	-1.83650597833695	-2.22536404838908	-4.5	-4.5	-2.44132955704292	-4.5	-0.836265210863399	-4.5	-2.74335019619002	-2.29468277493575	-0.819250538906612	-4.5	ENC_40450	BN373_31631	ERS227112_04019	ROD_22361	SL1344_2132	SL3261_2132	STMMW_21861	STM_MW21861	SEN2148	t0701	EC958_2449	NCTC13441_01596	BW25113_2114	b2114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
folE	GTP cyclohydrolase I	-4.5	-4.5	-1.33731658723353	-4.5	-4.5	-4.5	-4.5	-4.5	-0.599778059755438	-4.5	-4.5	-1.14080549856375	-0.728496138895107	4.5	ENC_40160	BN373_31931	ERS227112_03989	ROD_22811	SL1344_2170	SL3261_2170	STMMW_22251	STM_MW22251	SEN2186	t0662	EC958_2490	NCTC13441_01556	BW25113_2153	b2153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00126	Tetrahydrofolate biosynthesis, GTP => THF
rplY	LSU ribosomal protein L25P	-0.734266706342429	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.08278159813566	-0.424176044615901	-1.00335210852095	-4.5	-4.5	4.5	ENC_39830	BN373_32241	ERS227112_03962	ROD_23161	SL1344_2201	SL3261_2201	STMMW_22551	STM_MW22551	SEN2217	t0630	EC958_2523	NCTC13441_01524	BW25113_2185	b2185	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00178	Ribosome, bacteria
napB	nitrate reductase, small, cytochrome C550 subunit, periplasmic	X	X	X	2.25684360563361	1.60988108699675	2.16391099608658	1.69429441196879	-0.0406429964979335	1.51683421433813	2.19741647851021	1.73532423287385	1.72328995079595	2.17793358942188	4.5	X	X	X	ROD_23341	SL1344_2226	SL3261_2226	STMMW_22811	STM_MW22811	SEN2239	t0608	EC958_2539	NCTC13441_01506	BW25113_2203	b2203	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00530	Dissimilatory nitrate reduction, nitrate => ammonia
ubiG	3-demethylubiquinone-9 3-O-methyltransferase	X	0.0574763804014238	-4.5	-1.34088732434065	-1.96030738873294	-4.5	-4.5	-4.5	-1.99113041947049	-4.5	-4.5	-4.5	-4.5	4.5	X	BN373_32521	ERS227112_03938	ROD_23541	SL1344_2245	SL3261_2245	STMMW_23001	STM_MW23001	SEN2258	t0588	EC958_2568	NCTC13441_01476	BW25113_2232	b2232	3	5	4	5	5	5	5	5	4	4	7	7	7	7	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone
nrdA	ribonucleoside-diphosphate reductase, alpha subunit	X	-4.5	-4.5	0.736597797124683	-2.00240392793525	2.00524886543061	-1.1873406087569	-4.5	-0.828687165541365	-4.5	-2.09422775742356	-2.27318228894803	-1.95823711590802	-4.5	X	BN373_32531	ERS227112_03937	ROD_23551	SL1344_2246	SL3261_2246	STMMW_23011	STM_MW23011	SEN2259	t0587	EC958_2571	NCTC13441_01474	BW25113_2234	b2234	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	md:eco_M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
