Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoCS17 NPEQ	EsCoH10407 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoCS17 locus tag	EsCoH10407 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
	hypothetical protein	X	X	X	X	0.2231839662	0.3607839723	0.3859455972	1.3494139977	0.5773516913	1.6989959532	X	X	X	X	X	X	X	X	X	X	SL1344_4323	SL3261_4323	STMMW_43341	STM_MW43341	SEN4156	t4441	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	0.8001773921	0.6511711558	0.419358436	1.0574223474	1.3346469473	2.6253633141	X	X	X	X	X	X	X	X	X	X	SL1344_2298	SL3261_2298	STMMW_23511	STM_MW23511	SEN2311	t0535	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	X	X	0.8766679037	1.650867725	1.0461517531	0.7286764895	X	X	X	X	X	X	X	X	X	X	X	X	STMMW_41891	STM_MW41891	SEN4008	t4145	X	X	X	X	X	X
	hypothetical protein	X	X	X	0.5826705144	1.99515064	1.6672625982	X	X	X	1.4473324692	X	X	X	X	X	X	X	X	X	ROD_20781	SL1344_1989	SL3261_1989	X	X	X	t0860	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	1.7504438654	0.413778208	X	X	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2136	NCTC13441_01966	X	X	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	1.6875576784	1.3406703445	X	X	X	X	X	X	X	X	X	X	X	X	X	X	EC958_3107	NCTC13441_00934	X	X	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	1.7356854508	1.5833205304	X	X	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4952	NCTC13441_13added	X	X	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	X	X	1.1992862813	1.9107941174	X	X	X	X	X	X	X	X	X	X	X	X	X	X	NCTC13441_03802	CS17_00184	X	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	1.9108727387	-0.4053725105	0.1112164013	X	X	X	X	X	X	X	X	X	X	X	X	X	t1394	EC958_1116	NCTC13441_02984	X	X	X	X
	inner membrane protein	X	X	X	X	0.638425407	0.5666357324	1.1874204687	1.8825905051	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_0892	SL3261_0892	STMMW_09661	STM_MW09661	X	X	X	X	X	X	X	X
	Pathogenesis-related transcriptional factor and ERF protein	2.5712832445	1.3957437651	0.0580523215	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27650	BN373_09861	ERS227112_02863	X	X	X	X	X	X	X	X	X	X	X	X	X
	predicted antirepressor protein Cro	X	0.3138177037	2.0188943299	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_09951	ERS227112_02849	X	X	X	X	X	X	X	X	X	X	X	X	X
	predicted prophage protein	2.1939705397	X	X	0.7725884401	X	X	-0.1510589717	-0.0409665947	X	X	X	X	X	X	X	X	ENC_27620	X	X	ROD_02781	X	X	STMMW_03601	STM_MW03601	X	X	X	X	X	X	X	X
	predicted prophage protein	X	X	X	X	X	X	2.5127520307	-0.0316093013	X	X	X	X	X	X	X	X	X	X	X	X	X	X	STMMW_03461	STM_MW03461	X	X	X	X	X	X	X	X
	prepilin peptidase dependent protein C	X	2.0099893606	-0.0205031411	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_00591	ERS227112_01923B	X	X	X	X	X	X	X	X	X	X	X	X	X
	prophage CP-933T hypothetical protein	X	X	X	-0.0358527592	X	X	X	X	X	X	X	X	1.7352638321	X	X	X	X	X	X	ROD_36891	X	X	X	X	X	X	X	X	CS17_02929	X	X	X
	Protein of unknwon function (DUF2893)	X	-0.0178128193	3.4939646952	0.3314731808	X	X	X	X	X	X	0.2273345154	-0.2453931062	X	X	X	X	X	BN373_00951	ERS227112_01959	ROD_35241	X	X	X	X	X	X	EC958_0427	NCTC13441_03687	X	X	X	X
	putative cation transporter (pseudogene)	X	X	X	X	0.9935288355	2.1142670986	2.3089665582	0.5712819513	0.7721409783	X	X	X	X	X	X	X	X	X	X	X	SL1344_0742	SL3261_0742	STMMW_08171	STM_MW08171	SEN0710	X	X	X	X	X	X	X
	putative glycosyltransferase, cell wall biogenesis	X	X	X	X	1.8271000042	0.9427300137	0.7375422335	-0.2316431209	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_0706	SL3261_0706	STMMW_07811	STM_MW07811	X	X	X	X	X	X	X	X
	putative membrane protein	X	X	X	0.6777409566	2.6167141516	2.1036058101	2.8648768125	0.7333790331	0.7631530195	X	X	X	X	X	X	X	X	X	X	ROD_16181	SL1344_1560	SL3261_1560	STMMW_16251	STM_MW16251	SEN1423	X	X	X	X	X	X	X
	putative phage protein	X	X	0.0448545139	X	X	X	X	X	X	X	X	X	X	3.0250474778	X	X	X	X	ERS227112_03683	X	X	X	X	X	X	X	X	X	X	ETEC_2654	X	X
	putative phage protein	X	X	X	X	X	X	X	X	X	X	X	X	0.8051586295	1.7018695485	X	X	X	X	X	X	X	X	X	X	X	X	X	X	CS17_02099	ETEC_1972	X	X
	putative phage related protein	X	X	X	X	X	X	X	X	X	X	2.1053563997	2.0008473517	X	-1.5025205396	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2158	NCTC13441_01940	X	ETEC_3919	X	X
	putative phage terminase, small subunit	2.6491130812	X	-0.3402501268	X	X	X	X	X	X	X	X	X	X	-0.4408117273	X	X	ENC_27700	X	ERS227112_03714	X	X	X	X	X	X	X	X	X	X	ETEC_2641	X	X
	putative prophage ATP/GTP binding protein,cytochrome c biogenesis protein CcmA,Predicted ATP-binding protein involved in virulence,putative bacteriocin export ABC transporter, lactococcin 972 group,RecF/RecN/SMC N terminal domain	X	X	X	X	2.2734097195	-0.3635271309	-0.2379105464	1.5980497326	X	X	X	X	-1.6757454093	X	X	X	X	X	X	X	SL1344_2730	SL3261_2730	STMMW_27131	STM_MW27131	X	X	X	X	CS17_00116	X	X	X
	putative prophage protein	1.8899646754	X	X	X	X	X	X	X	X	X	-0.4730137067	-0.0611968754	-0.4524944515	0.0040669495	X	X	ENC_855added	X	X	X	X	X	X	X	X	X	EC958_4859	NCTC13441_03078	CS17_02121	ETEC_1997	X	X
	putative prophage protein	X	X	X	X	1.8693550162	2.4109177455	0.6094290816	X	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_2593	SL3261_2593	STMMW_26461	X	X	X	X	X	X	X	X	X
	putative secreted 5'-nucleotidase	2.0563928208	X	X	X	0.0341512943	0.4620581246	0.2084376483	0.0367296262	-0.1336957407	-0.1833774834	X	X	X	X	X	X	ENC_41750	X	X	X	SL1344_0034	SL3261_0034	STMMW_00341	STM_MW00341	SEN0033	t0035	X	X	X	X	X	X
	ROK family protein	X	0.825696021	2.1132201404	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_28791	ERS227112_04367A	X	X	X	X	X	X	X	X	X	X	X	X	X
	transcriptional activator protein	X	0.0986180942	1.8529796901	X	X	X	-0.139665377	-0.1004960316	X	X	X	X	X	0.209089588	X	X	X	BN373_09961	ERS227112_02850	X	X	X	STMMW_03561	STM_MW03561	X	X	X	X	X	ETEC_0795	X	X
