Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	ENC_no	BN373_no	ERS227112_no	ROD_no	SL1344_no	SL3261_no	STMMW_no	STM_no	SEN_no	t_no	EC958_no	NCTC13441_no	BW25113_no	b_no	ENC_in	BN373_in	ERS227112_in	ROD_in	SL1344_in	SL3261_in	STMMW_in	STM_in	SEN_no	t_in	EC958_in	NCTC13441_in	BW25113_in	b_in
tusE	sulfur relay protein, TusE/DsrC/DsvC family	0.196803781194891	0.938324030674775	-4.5	2.10499084678094	0.572109346285208	1.039469424133	0.41181694753724	0.206689559896392	1.13276393797865	-0.213347617710132	0.174019623031753	0.899173145845253	1.41408112881756	4.5	ENC_16580	BN373_16191	ERS227112_03483	ROD_10311	SL1344_1024	SL3261_1024	STMMW_10971	STM_MW10971	SEN0949	t1835	EC958_1174	NCTC13441_02927	BW25113_0969	b0969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tusD	sulfur relay protein TusD/DsrE	0.476910270294263	0.439112636045754	-4.5	2.02298587031961	1.6920140769879	2.28754234289679	1.96880536178072	0.818528740155528	1.46906287275231	0.363225929156514	1.74069436231026	1.11008046513294	2.08527640375902	4.5	ENC_25440	BN373_43671	ERS227112_00856	ROD_44741	SL1344_3418	SL3261_3418	STMMW_34431	STM_MW34431	SEN3279	t4054	EC958_3741	NCTC13441_00350	BW25113_3345	b3345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
priB	restart primosome assembly protein PriB	0.0659380937499738	1.35461641619111	-4.5	-4.5	1.86676462663792	0.771605405393455	-0.400351899188245	-4.5	0.79120939434021	-4.5	0.859104091531516	0.397328145273366	1.57369145297132	4.5	ENC_43010	BN373_02061	ERS227112_02073	ROD_32552	SL1344_4325	SL3261_4325	STMMW_43361	STM_MW43361	SEN4158	t4443	EC958_4688	NCTC13441_04252	BW25113_4201	b4201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
wzb	protein tyrosine phosphatase	2.39488151273138	2.81472336587587	3.25017196282553	2.2462097379522	1.78619231560586	2.12479443261449	0.62571225937397	0.990432315339695	1.26628001797286	0.875803611815962	1.52935953635376	1.00423688677683	-0.482253689946344	4.5	ENC_41060	BN373_31141	ERS227112_04071A	ROD_21971	SL1344_2094	SL3261_2094	STMMW_21491	STM_MW21491	SEN2113	t0755	EC958_2401	NCTC13441_01651	BW25113_2061	b2061	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
nudG	ADP-ribose pyrophosphatase	2.32313134393095	-4.5	1.78699146366621	2.0210341921565	2.18232384448297	2.30841533110094	1.3300898871771	2.32343289368225	1.5518963440161	1.24949766392994	2.04556028885205	2.07590140594341	1.48981602762604	4.5	ENC_14560	BN373_18341	ERS227112_05522	ROD_12991	SL1344_1236	SL3261_1236	STMMW_13081	STM_MW13081	SEN1742	t1180	EC958_1980	NCTC13441_02121	BW25113_1759	b1759	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rsfS	Ribosomal silencing factor RsfS	1.69163985363064	1.57487159459041	2.07897485440096	2.13359340294955	2.32418894683877	2.36622545884854	1.9772960400468	1.3903801580345	1.89190115187624	2.31423338830771	1.71149381111901	1.95666373361866	-4.5	4.5	ENC_242added	BN373_12491	ERS227112_03111	ROD_06551	SL1344_0630	SL3261_0630	STMMW_07071	STM_MW07071	SEN0611	t2225	EC958_0756	NCTC13441_03358	BW25113_0637	b0637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
entD	enterochelin synthetase component D	X	2.34288344301191	2.08542269141248	1.99672414771042	2.40549056796686	2.28509132057725	1.90578180245975	1.78336747561467	1.67821494948904	1.23281041318102	2.39606285858157	2.43263760747237	1.00679367835286	-4.5	X	BN373_11791	ERS227112_03039	ROD_05921	SL1344_0572	SL3261_0572	STMMW_06491	STM_MW06491	SEN0553	t2284	EC958_0701	NCTC13441_03413	BW25113_0583	b0583	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
ybjQ	Uncharacterized conserved protein	1.89419264848303	X	X	2.08506971746746	2.22621619437033	2.3653459042535	1.94279688080844	1.85024092411691	1.69042771290506	2.40367080783551	2.18040265775872	2.15944727030324	-0.0327781525169573	4.5	ENC_18390	X	X	ROD_08761	SL1344_0869	SL3261_0869	STMMW_09431	STM_MW09431	SEN0838	t2003	EC958_0978	NCTC13441_03128	BW25113_0866	b0866	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ihfA	integration host factor, alpha subunit	1.45819191314211	2.3443095588847	1.49837778977381	-4.5	1.83015480154096	1.38004377242343	1.86011653875832	0.798098548476062	0.830193192847162	1.08719884156836	1.73552520273391	X	2.33127213049538	4.5	ENC_14120	BN373_27601	ERS227112_04499	ROD_13431	SL1344_1273	SL3261_1273	STMMW_13461	STM_MW13461	SEN1705	t1220	EC958_1934	X	BW25113_1712	b1712	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
ftsB	cell division protein FtsB	-4.5	-4.5	0.161452604767376	-4.5	0.219865423364303	-1.08939278585233	0.416240864801216	-4.5	-1.4531931436581	-4.5	-4.5	-0.677126201445803	-0.343198630749168	-4.5	ENC_30030	BN373_37541	ERS227112_01550	ROD_30611	SL1344_2910	SL3261_2910	STMMW_28941	STM_MW28941	SEN2770	t2832	EC958_3019	NCTC13441_01025	BW25113_2748	b2748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
paaB	phenylacetate-CoA oxygenase, PaaH subunit	1.34195644337623	2.15061148325223	2.06921729488963	X	X	X	X	X	X	X	X	X	-4.5	4.5	ENC_11700	BN373_20251	ERS227112_05215	X	X	X	X	X	X	X	X	X	BW25113_1389	b1389	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
yebY	Protein of unknown function (DUF2511).	2.13160468112119	2.49821337647704	1.71273471782646	2.61832679557863	1.93169927908168	2.45702432270589	2.21791846540759	-4.5	1.99527558620406	2.26031946225612	1.52612841672691	2.0547066679805	2.26430498361561	4.5	ENC_06550	BN373_29421	ERS227112_04305	ROD_18781	SL1344_1807	SL3261_1807	STMMW_18541	STM_MW18541	SEN1130	t1004	EC958_2059	NCTC13441_02046	BW25113_1839	b1839	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
secG	protein translocase subunit secG	2.09321407283568	2.04065037898178	-4.5	1.62678561599654	2.20024018992907	2.37176191810307	1.33335757260353	1.82616656738608	1.70022360674229	1.56848924368541	2.1736111758693	1.63478221672988	-4.5	4.5	ENC_34100	BN373_42351	ERS227112_01014	ROD_46581	SL1344_3264	SL3261_3264	STMMW_32911	STM_MW32911	SEN3126	t3210	EC958_3575	NCTC13441_00518	BW25113_3175	b3175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ihfB	integration host factor, beta subunit	2.13153977855767	2.5947719634047	1.68246068455999	-0.403116781816489	2.14667670398744	1.99985470150001	1.64549268350715	1.71142304327745	1.60268369317078	2.02255515613479	1.76753628768648	1.46764353384201	2.31637062392262	4.5	ENC_17710	BN373_15551	ERS227112_03427	ROD_09801	SL1344_0919	SL3261_0919	STMMW_09931	STM_MW09931	SEN0886	t1952	EC958_1122	NCTC13441_02977	BW25113_0912	b0912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yggX	Fe-S cluster protector protein	2.62198149172189	2.14544601624795	2.32190376608521	1.67534229265336	2.44612019904054	2.45820172491031	2.4011745791028	2.32445490669059	1.99851071163457	1.63121034696643	2.25675925996332	2.16833219233418	-0.195028708223242	4.5	ENC_32120	BN373_40501	ERS227112_01269	ROD_50251	SL1344_3086	SL3261_3086	STMMW_30721	STM_MW30721	SEN2954	t3024	EC958_3252	NCTC13441_00786	BW25113_2962	b2962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
flgN	Flagellar biosynthesis/type III secretory pathway chaperone	2.17843544685974	X	X	2.14969971014479	2.46303931120633	2.7685382079879	2.21741484943871	1.89004123343931	1.93788190604518	2.30776415235496	1.79866758321069	1.57398655647887	-0.244377294833667	4.5	ENC_15730	X	X	ROD_11371	SL1344_1108	SL3261_1108	STMMW_11791	STM_MW11791	SEN1877	t1749	EC958_1265	NCTC13441_02842	BW25113_1070	b1070	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
ybcK	site-specific recombinase, resolvase family	X	3.46828028523313	X	X	X	X	X	X	X	X	X	X	-1.9759331166196	4.5	X	BN373_27731	X	X	X	X	X	X	X	X	X	X	BW25113_0544	b0544	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ynfB	Protein of unknown function (DUF1283).	1.47976436423336	2.06234876032147	1.76468440757001	1.96430134278262	2.15363857369861	1.49587696814283	1.9654796349239	-4.5	1.08319832699985	1.90792484441943	2.30374591643252	2.55611285627568	0.91793371068352	4.5	ENC_12090	BN373_21411	ERS227112_05100	ROD_14801	SL1344_1433	SL3261_1433	STMMW_15031	STM_MW15031	SEN1547	t1424	EC958_1801	NCTC13441_02301	BW25113_1583	b1583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tusC	sulfur relay protein TusC/DsrF	-0.700640747114553	0.108704036421964	-4.5	2.0465784162056	1.40330968615972	1.4501880543729	1.60970453704637	0.897572409402227	0.736694015146247	-0.656127338457782	1.22799940588893	1.18502938287589	1.69023383204614	4.5	ENC_25430	BN373_43661	ERS227112_00857	ROD_44751	SL1344_3417	SL3261_3417	STMMW_34421	STM_MW34421	SEN3278	t4055	EC958_3740	NCTC13441_00351	BW25113_3344	b3344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yciS	conserved hypothetical protein	X	-4.5	-0.131408373199326	0.957004305694739	1.39183115795931	2.32312091273916	1.31360299708887	-4.5	1.02904088611653	0.301429619395056	1.49944659013873	1.47508167976241	0.347341019749717	4.5	X	BN373_19011	ERS227112_05453	ROD_17211	SL1344_1641	SL3261_1641	STMMW_17041	STM_MW17041	SEN1324	t1622	EC958_1611	NCTC13441_02484	BW25113_1279	b1279	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
rpsQ	30S ribosomal protein S17	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	4.5	ENC_25250	BN373_43471	ERS227112_00876	ROD_45111	SL1344_3398	SL3261_3398	STMMW_34241	STM_MW34241	SEN3259	t4074	EC958_3704	NCTC13441_00384	BW25113_3311	b3311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rpsT	SSU ribosomal protein S20P	-4.5	-4.5	X	-4.5	-4.5	-4.5	-0.921495253843075	-4.5	-1.42810703125111	-4.5	-1.19643182550977	-0.677229432783046	-4.5	4.5	ENC_45410	BN373_05001	X	ROD_00212	SL1344_0044	SL3261_0044	STMMW_00441	STM_MW00441	SEN0043	t0045	EC958_0156	NCTC13441_03968	BW25113_0023	b0023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
	phage portal protein, hk97 family	X	2.61171415700609	-0.444283761564648	X	2.84467415849241	2.60039594784506	2.66500174444595	2.78358973769932	2.17053607048656	X	2.05131735509148	2.04814789068144	X	X	X	BN373_33631	ERS227112_00927	X	SL1344_1949	SL3261_1949	STMMW_20021	STM_MW20021	SEN1938	X	EC958_2260	NCTC13441_01828	X	X	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0
minE	cell division topological specificity factor MinE	-4.5	-4.5	0.0875336117160034	-0.331327540363427	0.44685556321479	-4.5	-4.5	2.16402013758649	0.794438436990567	-0.714189284005579	-4.5	-0.272135290441093	-4.5	-4.5	ENC_06940	BN373_29031	ERS227112_04346	ROD_18401	SL1344_1744	SL3261_1744	STMMW_18081	STM_MW18081	SEN1221	t1061	EC958_1412	NCTC13441_02706	BW25113_1174	b1174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ybeD	Uncharacterized conserved protein	-0.963998115698731	1.98896157366255	-0.232291292245068	-4.5	0.106724242750881	0.815587930076125	1.72137269644363	-4.5	1.13589244597798	0.597134798646544	1.33866527123689	1.53624079867691	-0.14633350650436	4.5	ENC_20780	BN373_12431	ERS227112_03105	ROD_06491	SL1344_0624	SL3261_0624	STMMW_07011	STM_MW07011	SEN0605	t2231	EC958_0749	NCTC13441_03364	BW25113_0631	b0631	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	hypothetical protein	-4.5	X	2.37644316606519	X	X	X	X	X	X	X	2.8678892731169	2.49276277529028	X	X	ENC_27670	X	ERS227112_05413	X	X	X	X	X	X	X	EC958_4885	NCTC13441_02753	X	X	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
	hypothetical protein	1.16017513046835	2.52567756754533	-1.1261713021276	X	-0.727009882258013	0.434543605338324	0.815218168584521	-0.633532676718642	0.605761951607348	0.428859891592932	X	X	X	X	ENC_10440	BN373_45611	ERS227112_00182	X	SL1344_3618	SL3261_3618	STMMW_36421	STM_MW36421	SEN3475	t3867	X	X	X	X	2	1	2	1	2	2	2	2	2	3	0	0	0	0	2	1	1	0	1	1	1	1	1	1	0	0	0	0
rpsO	SSU ribosomal protein S15P	-0.989744566345846	-0.297648521427525	-4.5	0.425218196215523	0.495212986754945	0.460625590554529	0.67453562841661	-4.5	0.487733727380878	-4.5	-0.54600881069071	X	-4.5	4.5	ENC_34030	BN373_42251	ERS227112_01026A	ROD_46671	SL1344_3256	SL3261_3256	STMMW_32831	STM_MW32831	SEN3118	t3201	EC958_3567	X	BW25113_3165	b3165	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rplY	LSU ribosomal protein L25P	-0.734266706342429	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.08278159813566	-0.424176044615901	-1.00335210852095	-4.5	-4.5	4.5	ENC_39830	BN373_32241	ERS227112_03962	ROD_23161	SL1344_2201	SL3261_2201	STMMW_22551	STM_MW22551	SEN2217	t0630	EC958_2523	NCTC13441_01524	BW25113_2185	b2185	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ybaQ	addiction module antidote protein, HigA family	2.09233139710549	X	X	X	X	X	X	X	X	X	0.630833019981982	-0.554204880363434	2.40771768875833	4.5	ENC_29040	X	X	X	X	X	X	X	X	X	EC958_0624	NCTC13441_03492	BW25113_0483	b0483	1	0	0	1	0	0	0	0	0	0	2	2	2	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1
rpmB	ribosomal protein L28	X	-0.294896165682961	-4.5	-4.5	-4.5	-4.5	-4.5	-4.5	-1.57614854550494	-4.5	-4.5	-4.5	-4.5	-4.5	X	BN373_46201	ERS227112_00600	ROD_41781	SL1344_3694	SL3261_3694	STMMW_37171	STM_MW37171	SEN3550	t3790	EC958_4045	NCTC13441_00046	BW25113_3637	b3637	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
fliE	flagellar hook-basal body complex protein FliE	2.31746827935422	X	X	1.80852622618694	1.80815881497807	1.93389505920186	1.93801740973394	0.42727182239289	1.64186962359569	2.45075825823076	0.946570747974416	1.218907692958	-4.5	4.5	ENC_42270	X	X	ROD_20171	SL1344_1897	SL3261_1897	STMMW_19481	STM_MW19481	SEN1041	t0909	EC958_2203	NCTC13441_01887	BW25113_1937	b1937	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
yeaC	Uncharacterized protein conserved in bacteria	2.25501794040435	1.85519115919628	1.04352258587374	1.82396996796994	2.21982744717656	2.1976188075817	1.87139024066864	-4.5	1.84643031763468	1.64328477237082	2.01070442131329	1.59881065851994	2.69208798116721	4.5	ENC_14740	BN373_18211	ERS227112_03667	ROD_12751	SL1344_1227	SL3261_1227	STMMW_12991	STM_MW12991	SEN1760	t1171	EC958_1999	NCTC13441_02103	BW25113_1777	b1777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
tusA	Predicted redox protein, regulator of disulfide bond formation	1.02675960749494	1.10239459259247	-4.5	1.87025661170033	0.0941784834149954	1.23418793133203	0.419441610408354	0.317868774459509	0.415530166482024	0.0366950384025083	0.9492962664155	0.541090206678746	1.92403554163526	4.5	ENC_26650	BN373_44711	ERS227112_00749	ROD_43471	SL1344_3543	SL3261_3543	STMMW_35671	STM_MW35671	SEN3401	t3944	EC958_3864	NCTC13441_00230	BW25113_3470	b3470	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ydbJ	putative lipoprotein	X	2.0710322878114	1.59953521492584	X	2.59391695774974	2.4038160167997	0.606183954890273	1.3902402768554	1.08401006212563	-0.240392064495782	1.97314674869785	2.41292510677897	1.15870444100932	4.5	X	BN373_20011	ERS227112_05229	X	SL1344_1579	SL3261_1579	STMMW_16441	STM_MW16441	SEN1403	t1552	EC958_1681	NCTC13441_02413	BW25113_4529	b4529	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
acpP	acyl carrier protein	-4.5	-4.5	-0.165903551320565	-4.5	-4.5	-4.5	-4.5	-4.5	0.165954672884429	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_15450	BN373_17061	ERS227112_03570	ROD_11561	SL1344_1133	SL3261_1133	STMMW_12051	STM_MW12051	SEN1853	t1724	EC958_1290	NCTC13441_02818	BW25113_1094	b1094	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rpsP	SSU ribosomal protein S16P	-4.5	-4.5	-4.5	-4.5	-4.5	-0.706865711332633	-4.5	0.136477875488948	-4.5	-0.0336103092986925	-4.5	-4.5	-4.5	-4.5	ENC_28080	BN373_35861	ERS227112_01711	ROD_25591	SL1344_2649	SL3261_2649	STMMW_26901	STM_MW26901	SEN2597	t2631	EC958_2911	NCTC13441_01132	BW25113_2609	b2609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yccJ	hypothetical protein	2.05044623011839	1.32310632029621	1.75878019445136	1.91754693144541	2.444141453062	2.15395190156562	1.34266860469324	1.75793863947152	1.67944894307743	1.78990510943203	1.76475226015851	1.48338039899766	-4.5	4.5	ENC_16410	BN373_16411	ERS227112_03507	ROD_10631	SL1344_1057	SL3261_1057	STMMW_11281	STM_MW11281	SEN0982	t1802	EC958_1200	NCTC13441_02902	BW25113_1003	b1003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	hypothetical protein	-0.977304911456817	X	X	X	X	X	X	X	X	X	2.40644519947169	1.84732812910424	X	X	ENC_510added	X	X	X	X	X	X	X	X	X	EC958_4859	NCTC13441_03078	X	X	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
infA	bacterial translation initiation factor 1 (bIF-1)	-0.495207819643738	0.5181820199253	-4.5	-4.5	-4.5	-4.5	-0.266308819471304	-4.5	-0.913664349424274	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_17990	BN373_15321	ERS227112_03403	ROD_09485	SL1344_0891	SL3261_0891	STMMW_09651	STM_MW09651	SEN0857	t1980	EC958_0996	NCTC13441_03109	BW25113_0884	b0884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ydhL	Predicted Fe-S protein	1.33340803721632	0.587038225028797	1.23183729328236	X	1.54396481810522	1.89594922393821	1.57543512867079	0.970533006701635	-0.920896144961176	0.697866250163389	2.20197027408544	0.105553889415219	1.96294337401986	4.5	ENC_13210	BN373_25681	ERS227112_04687	X	SL1344_1370	SL3261_1370	STMMW_14411	STM_MW14411	SEN1609	t1306	EC958_4931	NCTC13441_02233	BW25113_1648	b1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
yebV	conserved hypothetical protein	X	2.53587422777302	2.06669473568257	2.78801075904315	1.39518244006001	1.37657231122906	1.37974787284887	-4.5	1.19354075007694	1.41135428903408	2.09111433099015	1.50138801212702	2.49691181651227	4.5	X	BN373_29371	ERS227112_04312	ROD_18761	SL1344_1780	SL3261_1780	STMMW_18401	STM_MW18401	SEN1186	t1027	EC958_2055	NCTC13441_02051	BW25113_1836	b1836	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
bhsA_6	conserved hypothetical protein	X	2.33379793069945	2.10698968652517	1.86140699678256	2.43610302880464	1.54709836331752	1.81062072580661	2.38379832226703	0.792188162403156	0.959282678955451	1.60601951263305	0.420956858209056	-4.5	4.5	X	BN373_17241	ERS227112_03588	ROD_11761	SL1344_1151	SL3261_1151	STMMW_12231	STM_MW12231	SEN1835	t1706	EC958_1309	NCTC13441_02800	BW25113_1112	b1112	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
rpsU	SSU ribosomal protein S21P	-4.5	-0.0593446573305234	-4.5	-0.39285187026301	-0.183887576531634	-0.89498439439186	0.658035411486869	1.09903046438517	-0.579264142298088	-4.5	-4.5	-4.5	-4.5	-4.5	ENC_33100	BN373_41271	ERS227112_01133	ROD_36171	SL1344_3183	SL3261_3183	STMMW_31701	STM_MW31701	SEN3052	t3129	EC958_3471	NCTC13441_00627	BW25113_3065	b3065	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rpmE	LSU ribosomal protein L31P	2.51602340256713	0.914949761671153	0.70633906402819	2.03646573738459	2.04502204734953	2.05547349268575	2.62589474980959	1.79235753537495	1.87812231857253	1.50537169121164	1.03454461903174	1.68243085960756	-4.5	4.5	ENC_00990	BN373_48641	ERS227112_00351	ROD_38101	SL1344_4045	SL3261_4045	STMMW_40611	STM_MW40611	SEN3886	t3522	EC958_4421	NCTC13441_04564	BW25113_3936	b3936	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
fliO	flagellar biosynthetic protein FliO	2.61986075170005	X	X	1.73496147501617	1.72085916225729	1.53089819609752	1.03590879601365	0.891230124256163	1.04850406644222	1.35341068698357	1.90794421883721	0.547141668666416	-4.5	4.5	ENC_42170	X	X	ROD_20271	SL1344_1907	SL3261_1907	STMMW_19581	STM_MW19581	SEN1031	t0899	EC958_2213	NCTC13441_01877	BW25113_1947	b1947	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
yobA	Uncharacterized protein, homolog of Cu resistance protein CopC	2.05199304518315	1.94802162317591	1.88358456458183	2.05179801601256	2.22954897774542	1.89382780323653	2.08608648565726	1.79627049209893	2.06351116854101	1.95124137027425	2.38837519762724	2.6540371331071	-4.5	4.5	ENC_06530	BN373_29441	ERS227112_04303	ROD_18801	SL1344_1809	SL3261_1809	STMMW_18561	STM_MW18561	SEN1128	t1002	EC958_2061	NCTC13441_02044	BW25113_1841	b1841	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	Helix-turn-helix domain	X	X	-0.162105896474167	X	X	X	X	X	X	X	X	2.33392018303326	X	X	X	X	ERS227112_00242	X	X	X	X	X	X	X	X	NCTC13441_01892	X	X	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ybdD	Uncharacterized small protein	2.1226172623574	2.94372780913181	2.42761544313152	-0.0388784347980177	2.10197419169045	1.61937251316145	2.10282562643118	2.53788128415516	1.13973347708872	0.456075353922024	1.62438248832127	1.11999507565239	0.0766269641518422	4.5	ENC_21340	BN373_11951	ERS227112_03055	ROD_06111	SL1344_0589	SL3261_0589	STMMW_06661	STM_MW06661	SEN0570	t2267	EC958_0719	NCTC13441_03396	BW25113_4512	b4512	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
iscX	FeS assembly protein IscX	1.97661530281669	2.08065869392257	1.16295578658999	2.00632695726365	1.5786507602218	2.31075910829748	2.04430157416631	1.97791494557985	2.11424648367922	2.2760196742478	1.49896711251167	1.95180609990448	-4.5	4.5	ENC_37300	BN373_35131	ERS227112_00060	ROD_24681	SL1344_2499	SL3261_2499	STMMW_25541	STM_MW25541	SEN2517	t0319	EC958_2834	NCTC13441_01212	BW25113_2524	b2524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rffG_2	Nucleoside-diphosphate-sugar epimerases	1.93018649084894	-1.12250825094876	-1.96178261877809	X	X	X	X	X	X	3.19296564239402	X	X	X	X	ENC_41400	BN373_30981	ERS227112_04087	X	X	X	X	X	X	t4351	X	X	X	X	4	4	4	3	3	3	3	3	5	7	3	3	3	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0
rpmI	ribosomal protein L35	X	0.803092857219351	-0.293413371873866	-4.5	-0.360544336528109	-4.5	0.314426996255716	-4.5	-0.709644550868794	-4.5	-0.254667218380788	-4.5	1.48771742785042	4.5	X	BN373_27641	ERS227112_04494	ROD_13391	SL1344_1269	SL3261_1269	STMMW_13421	STM_MW13421	SEN1709	t1215	EC958_1938	NCTC13441_02162	BW25113_1717	b1717	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
